Tree_Name	assembly	pep	cds	gff	gtf
Aciculoconidium_aculeatum	yHMPu5000034654_aciculoconidium_aculeatum_180604.fas	yHMPu5000034654_aciculoconidium_aculeatum_180604.final.pep	yHMPu5000034654_aciculoconidium_aculeatum_180604.final.cds	yHMPu5000034654_aciculoconidium_aculeatum_180604.final.gff3	yHMPu5000034654_aciculoconidium_aculeatum_180604.final.gtf
Alloascoidea_africana	yHMPu5000037918_alloascoidea_africana_180604.fas	yHMPu5000037918_alloascoidea_africana_180604.final.pep	yHMPu5000037918_alloascoidea_africana_180604.final.cds	yHMPu5000037918_alloascoidea_africana_180604.final.gff3	yHMPu5000037918_alloascoidea_africana_180604.final.gtf
Alloascoidea_hylecoeti_JCM_7604	alloascoidea_hylecoeti.fas	alloascoidea_hylecoeti.final.pep	alloascoidea_hylecoeti.final.cds	alloascoidea_hylecoeti.final.gff3	alloascoidea_hylecoeti.final.gtf
Alloascoidea_hylecoeti_NRRL_Y-17703	yHMPu5000026117_alloascoidea_hylecoeti_180604.fas	yHMPu5000026117_alloascoidea_hylecoeti_180604.final.pep	yHMPu5000026117_alloascoidea_hylecoeti_180604.final.cds	yHMPu5000026117_alloascoidea_hylecoeti_180604.final.gff3	yHMPu5000026117_alloascoidea_hylecoeti_180604.final.gtf
Ambrosiozyma_ambrosiae	yHMPu5000026137_ambrosiozyma_ambrosiae_160519.fas	yHMPu5000026137_ambrosiozyma_ambrosiae_160519.final.pep	yHMPu5000026137_ambrosiozyma_ambrosiae_160519.final.cds	yHMPu5000026137_ambrosiozyma_ambrosiae_160519.final.gff3	yHMPu5000026137_ambrosiozyma_ambrosiae_160519.final.gtf
Ambrosiozyma_angophorae	yHMPu5000034942_ambrosiozyma_angophorae_160519.fas	yHMPu5000034942_ambrosiozyma_angophorae_160519.final.pep	yHMPu5000034942_ambrosiozyma_angophorae_160519.final.cds	yHMPu5000034942_ambrosiozyma_angophorae_160519.final.gff3	yHMPu5000034942_ambrosiozyma_angophorae_160519.final.gtf
Ambrosiozyma_kamigamensis	yHMPu5000037920_ambrosiozyma_kamigamensis_190924.haplomerger2.fas	yHMPu5000037920_ambrosiozyma_kamigamensis_190924.haplomerger2.final.pep	yHMPu5000037920_ambrosiozyma_kamigamensis_190924.haplomerger2.final.cds	yHMPu5000037920_ambrosiozyma_kamigamensis_190924.haplomerger2.final.gff3	yHMPu5000037920_ambrosiozyma_kamigamensis_190924.haplomerger2.final.gtf
Ambrosiozyma_kashinagicola	yHMPu5000035038_ambrosiozyma_kashinagacola_160519.fas	yHMPu5000035038_ambrosiozyma_kashinagacola_160519.final.pep	yHMPu5000035038_ambrosiozyma_kashinagacola_160519.final.cds	yHMPu5000035038_ambrosiozyma_kashinagacola_160519.final.gff3	yHMPu5000035038_ambrosiozyma_kashinagacola_160519.final.gtf
Ambrosiozyma_llanquihuensis	yHMPu5000035039_ambrosiozyma_llanquihuensis_160519.haplomerger2.fas	yHMPu5000035039_ambrosiozyma_llanquihuensis_160519.haplomerger2.final.pep	yHMPu5000035039_ambrosiozyma_llanquihuensis_160519.haplomerger2.final.cds	yHMPu5000035039_ambrosiozyma_llanquihuensis_160519.haplomerger2.final.gff3	yHMPu5000035039_ambrosiozyma_llanquihuensis_160519.haplomerger2.final.gtf
Ambrosiozyma_maleeae	yHMPu5000035040_ambrosiozyma_maleeae_160519.fas	yHMPu5000035040_ambrosiozyma_maleeae_160519.final.pep	yHMPu5000035040_ambrosiozyma_maleeae_160519.final.cds	yHMPu5000035040_ambrosiozyma_maleeae_160519.final.gff3	yHMPu5000035040_ambrosiozyma_maleeae_160519.final.gtf
Ambrosiozyma_neoplatypodis	yHMPu5000034949_ambrosiozyma_neoplatypodis_170713.haplomerger2.fas	yHMPu5000034949_ambrosiozyma_neoplatypodis_170713.haplomerger2.final.pep	yHMPu5000034949_ambrosiozyma_neoplatypodis_170713.haplomerger2.final.cds	yHMPu5000034949_ambrosiozyma_neoplatypodis_170713.haplomerger2.final.gff3	yHMPu5000034949_ambrosiozyma_neoplatypodis_170713.haplomerger2.final.gtf
Ambrosiozyma_oregonensis	yHMPu5000034946_ambrosiozyma_oregonensis_160519.fas	yHMPu5000034946_ambrosiozyma_oregonensis_160519.final.pep	yHMPu5000034946_ambrosiozyma_oregonensis_160519.final.cds	yHMPu5000034946_ambrosiozyma_oregonensis_160519.final.gff3	yHMPu5000034946_ambrosiozyma_oregonensis_160519.final.gtf
Ambrosiozyma_philentoma	yHMPu5000034947_ambrosiozyma_philentoma_160519.fas	yHMPu5000034947_ambrosiozyma_philentoma_160519.final.pep	yHMPu5000034947_ambrosiozyma_philentoma_160519.final.cds	yHMPu5000034947_ambrosiozyma_philentoma_160519.final.gff3	yHMPu5000034947_ambrosiozyma_philentoma_160519.final.gtf
Ambrosiozyma_pseudovanderkliftii	yHMPu5000035041_ambrosiozyma_pseudovanderkliftii_160519.fas	yHMPu5000035041_ambrosiozyma_pseudovanderkliftii_160519.final.pep	yHMPu5000035041_ambrosiozyma_pseudovanderkliftii_160519.final.cds	yHMPu5000035041_ambrosiozyma_pseudovanderkliftii_160519.final.gff3	yHMPu5000035041_ambrosiozyma_pseudovanderkliftii_160519.final.gtf
Ambrosiozyma_vanderkliftii	yHMPu5000026145_ambrosiozyma_vanderkliftii_160519.fas	yHMPu5000026145_ambrosiozyma_vanderkliftii_160519.final.pep	yHMPu5000026145_ambrosiozyma_vanderkliftii_160519.final.cds	yHMPu5000026145_ambrosiozyma_vanderkliftii_160519.final.gff3	yHMPu5000026145_ambrosiozyma_vanderkliftii_160519.final.gtf
Ascoidea_asiatica	yHMPu5000037921_ascoidea_asiatica_201018.fas	yHMPu5000037921_ascoidea_asiatica_201018.final.pep	yHMPu5000037921_ascoidea_asiatica_201018.final.cds	yHMPu5000037921_ascoidea_asiatica_201018.final.gff3	yHMPu5000037921_ascoidea_asiatica_201018.final.gtf
Ascoidea_rubescens	yHMPu5000037922_ascoidea_rubescens_170210.fas	yHMPu5000037922_ascoidea_rubescens_170210.final.pep	yHMPu5000037922_ascoidea_rubescens_170210.final.cds	yHMPu5000037922_ascoidea_rubescens_170210.final.gff3	yHMPu5000037922_ascoidea_rubescens_170210.final.gtf
Ascoidea_tarda	yHMPu5000037923_ascoidea_tarda_180604.fas	yHMPu5000037923_ascoidea_tarda_180604.final.pep	yHMPu5000037923_ascoidea_tarda_180604.final.cds	yHMPu5000037923_ascoidea_tarda_180604.final.gff3	yHMPu5000037923_ascoidea_tarda_180604.final.gtf
Ashbya_aceri	ashbya_aceri.fas	ashbya_aceri.final.pep	ashbya_aceri.final.cds	ashbya_aceri.final.gff3	ashbya_aceri.final.gtf
Babjeviella_inositovora	yHMPu5000035043_babjeviella_inositovora_180604.fas	yHMPu5000035043_babjeviella_inositovora_180604.final.pep	yHMPu5000035043_babjeviella_inositovora_180604.final.cds	yHMPu5000035043_babjeviella_inositovora_180604.final.gff3	yHMPu5000035043_babjeviella_inositovora_180604.final.gtf
Barnettozyma_californica	yHMPu5000035044_barnettozyma_californica_160519.fas	yHMPu5000035044_barnettozyma_californica_160519.final.pep	yHMPu5000035044_barnettozyma_californica_160519.final.cds	yHMPu5000035044_barnettozyma_californica_160519.final.gff3	yHMPu5000035044_barnettozyma_californica_160519.final.gtf
Barnettozyma_hawaiiensis	yHMPu5000035045_barnettozyma_hawaiiensis_160613.fas	yHMPu5000035045_barnettozyma_hawaiiensis_160613.final.pep	yHMPu5000035045_barnettozyma_hawaiiensis_160613.final.cds	yHMPu5000035045_barnettozyma_hawaiiensis_160613.final.gff3	yHMPu5000035045_barnettozyma_hawaiiensis_160613.final.gtf
Barnettozyma_populi	yHMPu5000035046_barnettozyma_populi_160613.fas	yHMPu5000035046_barnettozyma_populi_160613.final.pep	yHMPu5000035046_barnettozyma_populi_160613.final.cds	yHMPu5000035046_barnettozyma_populi_160613.final.gff3	yHMPu5000035046_barnettozyma_populi_160613.final.gtf
Barnettozyma_pratensis	yHMPu5000035047_barnettozyma_pratensis_160519.fas	yHMPu5000035047_barnettozyma_pratensis_160519.final.pep	yHMPu5000035047_barnettozyma_pratensis_160519.final.cds	yHMPu5000035047_barnettozyma_pratensis_160519.final.gff3	yHMPu5000035047_barnettozyma_pratensis_160519.final.gtf
Barnettozyma_siamensis	yHMPu5000038398_barnettozyma_siamensis_170713.fas	yHMPu5000038398_barnettozyma_siamensis_170713.final.pep	yHMPu5000038398_barnettozyma_siamensis_170713.final.cds	yHMPu5000038398_barnettozyma_siamensis_170713.final.gff3	yHMPu5000038398_barnettozyma_siamensis_170713.final.gtf
Barnettozyma_sp._yHDO593	yHDO593_barnettozyma_sp_180604.fas	yHDO593_barnettozyma_sp_180604.final.pep	yHDO593_barnettozyma_sp_180604.final.cds	yHDO593_barnettozyma_sp_180604.final.gff3	yHDO593_barnettozyma_sp_180604.final.gtf
Barnettozyma_sucrosica	yHMPu5000038111_barnettozyma_sucrosica_170912.fas	yHMPu5000038111_barnettozyma_sucrosica_170912.final.pep	yHMPu5000038111_barnettozyma_sucrosica_170912.final.cds	yHMPu5000038111_barnettozyma_sucrosica_170912.final.gff3	yHMPu5000038111_barnettozyma_sucrosica_170912.final.gtf
Barnettozyma_vustinii	yHMPu5000038112_barnettozyma_vustinii_170912.fas	yHMPu5000038112_barnettozyma_vustinii_170912.final.pep	yHMPu5000038112_barnettozyma_vustinii_170912.final.cds	yHMPu5000038112_barnettozyma_vustinii_170912.final.gff3	yHMPu5000038112_barnettozyma_vustinii_170912.final.gtf
Blastobotrys_adeninivorans_LS3	arxula_adeninivorans.fas	arxula_adeninivorans.final.pep	arxula_adeninivorans.final.cds	arxula_adeninivorans.final.gff3	arxula_adeninivorans.final.gtf
Blastobotrys_adeninivorans_NRRL_Y-17692	yHMPu5000034680_blastobotrys_adeninivorans_160519.fas	yHMPu5000034680_blastobotrys_adeninivorans_160519.final.pep	yHMPu5000034680_blastobotrys_adeninivorans_160519.final.cds	yHMPu5000034680_blastobotrys_adeninivorans_160519.final.gff3	yHMPu5000034680_blastobotrys_adeninivorans_160519.final.gtf
Blastobotrys_americanus	yHMPu5000034681_blastobotrys_americana_160519.fas	yHMPu5000034681_blastobotrys_americana_160519.final.pep	yHMPu5000034681_blastobotrys_americana_160519.final.cds	yHMPu5000034681_blastobotrys_americana_160519.final.gff3	yHMPu5000034681_blastobotrys_americana_160519.final.gtf
Blastobotrys_arbuscula	yHMPu5000034682_blastobotrys_arbuscula_170307.fas	yHMPu5000034682_blastobotrys_arbuscula_170307.final.pep	yHMPu5000034682_blastobotrys_arbuscula_170307.final.cds	yHMPu5000034682_blastobotrys_arbuscula_170307.final.gff3	yHMPu5000034682_blastobotrys_arbuscula_170307.final.gtf
Blastobotrys_attinorum	yHMPu5000034684_blastobotrys_attinorum_201018.fas	yHMPu5000034684_blastobotrys_attinorum_201018.final.pep	yHMPu5000034684_blastobotrys_attinorum_201018.final.cds	yHMPu5000034684_blastobotrys_attinorum_201018.final.gff3	yHMPu5000034684_blastobotrys_attinorum_201018.final.gtf
Blastobotrys_buckinghamii	yHMPu5000026239_blastobotrys_buckinghamii_201018.fas	yHMPu5000026239_blastobotrys_buckinghamii_201018.final.pep	yHMPu5000026239_blastobotrys_buckinghamii_201018.final.cds	yHMPu5000026239_blastobotrys_buckinghamii_201018.final.gff3	yHMPu5000026239_blastobotrys_buckinghamii_201018.final.gtf
Blastobotrys_capitulatus	yHMPu5000034686_blastobotrys_capitulata_170307.fas	yHMPu5000034686_blastobotrys_capitulata_170307.final.pep	yHMPu5000034686_blastobotrys_capitulata_170307.final.cds	yHMPu5000034686_blastobotrys_capitulata_170307.final.gff3	yHMPu5000034686_blastobotrys_capitulata_170307.final.gtf
Blastobotrys_chiropterorum	yHMPu5000034687_blastobotrys_chiropterorum_170307.fas	yHMPu5000034687_blastobotrys_chiropterorum_170307.final.pep	yHMPu5000034687_blastobotrys_chiropterorum_170307.final.cds	yHMPu5000034687_blastobotrys_chiropterorum_170307.final.gff3	yHMPu5000034687_blastobotrys_chiropterorum_170307.final.gtf
Blastobotrys_elegans	yHMPu5000034688_blastobotrys_elegans_170307.fas	yHMPu5000034688_blastobotrys_elegans_170307.final.pep	yHMPu5000034688_blastobotrys_elegans_170307.final.cds	yHMPu5000034688_blastobotrys_elegans_170307.final.gff3	yHMPu5000034688_blastobotrys_elegans_170307.final.gtf
Blastobotrys_illinoisensis	yHMPu5000034689_blastobotrys_illinoisensiss_170307.fas	yHMPu5000034689_blastobotrys_illinoisensiss_170307.final.pep	yHMPu5000034689_blastobotrys_illinoisensiss_170307.final.cds	yHMPu5000034689_blastobotrys_illinoisensiss_170307.final.gff3	yHMPu5000034689_blastobotrys_illinoisensiss_170307.final.gtf
Blastobotrys_indianensis	yHMPu5000034677_blastobotrys_indianensis_180604.fas	yHMPu5000034677_blastobotrys_indianensis_180604.final.pep	yHMPu5000034677_blastobotrys_indianensis_180604.final.cds	yHMPu5000034677_blastobotrys_indianensis_180604.final.gff3	yHMPu5000034677_blastobotrys_indianensis_180604.final.gtf
Blastobotrys_malaysiensis	yHMPu5000034676_blastobotrys_malaysiensis_190924.fas	yHMPu5000034676_blastobotrys_malaysiensis_190924.final.pep	yHMPu5000034676_blastobotrys_malaysiensis_190924.final.cds	yHMPu5000034676_blastobotrys_malaysiensis_190924.final.gff3	yHMPu5000034676_blastobotrys_malaysiensis_190924.final.gtf
Blastobotrys_mokoenaii	yHMPu5000034675_blastobotrys_mokoenaii_160519.fas	yHMPu5000034675_blastobotrys_mokoenaii_160519.final.pep	yHMPu5000034675_blastobotrys_mokoenaii_160519.final.cds	yHMPu5000034675_blastobotrys_mokoenaii_160519.final.gff3	yHMPu5000034675_blastobotrys_mokoenaii_160519.final.gtf
Blastobotrys_muscicola	yHMPu5000034674_blastobotrys_muscicola_160519.fas	yHMPu5000034674_blastobotrys_muscicola_160519.final.pep	yHMPu5000034674_blastobotrys_muscicola_160519.final.cds	yHMPu5000034674_blastobotrys_muscicola_160519.final.gff3	yHMPu5000034674_blastobotrys_muscicola_160519.final.gtf
Blastobotrys_niveus	yHMPu5000034673_blastobotrys_nivea_190924.fas	yHMPu5000034673_blastobotrys_nivea_190924.final.pep	yHMPu5000034673_blastobotrys_nivea_190924.final.cds	yHMPu5000034673_blastobotrys_nivea_190924.final.gff3	yHMPu5000034673_blastobotrys_nivea_190924.final.gtf
Blastobotrys_parvus	yHMPu5000034672_blastobotrys_parvus_160519.fas	yHMPu5000034672_blastobotrys_parvus_160519.final.pep	yHMPu5000034672_blastobotrys_parvus_160519.final.cds	yHMPu5000034672_blastobotrys_parvus_160519.final.gff3	yHMPu5000034672_blastobotrys_parvus_160519.final.gtf
Blastobotrys_peoriensis	yHMPu5000034671_blastobotrys_peoriensis_160519.fas	yHMPu5000034671_blastobotrys_peoriensis_160519.final.pep	yHMPu5000034671_blastobotrys_peoriensis_160519.final.cds	yHMPu5000034671_blastobotrys_peoriensis_160519.final.gff3	yHMPu5000034671_blastobotrys_peoriensis_160519.final.gtf
Blastobotrys_persicus	yHMPu5000037236_blastobotrys_persicus_210305.fas	yHMPu5000037236_blastobotrys_persicus_210305.final.pep	yHMPu5000037236_blastobotrys_persicus_210305.final.cds	yHMPu5000037236_blastobotrys_persicus_210305.final.gff3	yHMPu5000037236_blastobotrys_persicus_210305.final.gtf
Blastobotrys_proliferans	yHMPu5000034670_blastobotrys_proliferans_160519.fas	yHMPu5000034670_blastobotrys_proliferans_160519.final.pep	yHMPu5000034670_blastobotrys_proliferans_160519.final.cds	yHMPu5000034670_blastobotrys_proliferans_160519.final.gff3	yHMPu5000034670_blastobotrys_proliferans_160519.final.gtf
Blastobotrys_robertii	yHMPu5000034668_blastobotrys_robertii_160519.fas	yHMPu5000034668_blastobotrys_robertii_160519.final.pep	yHMPu5000034668_blastobotrys_robertii_160519.final.cds	yHMPu5000034668_blastobotrys_robertii_160519.final.gff3	yHMPu5000034668_blastobotrys_robertii_160519.final.gtf
Blastobotrys_serpentis	yHMPu5000034667_blastobotrys_serpentis_160519.fas	yHMPu5000034667_blastobotrys_serpentis_160519.final.pep	yHMPu5000034667_blastobotrys_serpentis_160519.final.cds	yHMPu5000034667_blastobotrys_serpentis_160519.final.gff3	yHMPu5000034667_blastobotrys_serpentis_160519.final.gtf
Blastobotrys_terrestris	yHMPu5000034666_blastobotrys_terrestris_160519.fas	yHMPu5000034666_blastobotrys_terrestris_160519.final.pep	yHMPu5000034666_blastobotrys_terrestris_160519.final.cds	yHMPu5000034666_blastobotrys_terrestris_160519.final.gff3	yHMPu5000034666_blastobotrys_terrestris_160519.final.gtf
Ascobotryozyma_americana	yHMPu5000035710_botryozyma_americana_190924.fas	yHMPu5000035710_botryozyma_americana_190924.final.pep	yHMPu5000035710_botryozyma_americana_190924.final.cds	yHMPu5000035710_botryozyma_americana_190924.final.gff3	yHMPu5000035710_botryozyma_americana_190924.final.gtf
Ascobotryozyma_cognata	yHMPu5000035711_botryozyma_cognata_160613.fas	yHMPu5000035711_botryozyma_cognata_160613.final.pep	yHMPu5000035711_botryozyma_cognata_160613.final.cds	yHMPu5000035711_botryozyma_cognata_160613.final.gff3	yHMPu5000035711_botryozyma_cognata_160613.final.gtf
Botryozyma_mucatilis	yHDO584_brettanomyces_mucatilis_190924.haplomerger2.fas	yHDO584_brettanomyces_mucatilis_190924.haplomerger2.final.pep	yHDO584_brettanomyces_mucatilis_190924.haplomerger2.final.cds	yHDO584_brettanomyces_mucatilis_190924.haplomerger2.final.gff3	yHDO584_brettanomyces_mucatilis_190924.haplomerger2.final.gtf
Botryozyma_nematodophila	yHMPu5000034655_botryozyma_nematodophila_190924.haplomerger2.fas	yHMPu5000034655_botryozyma_nematodophila_190924.haplomerger2.final.pep	yHMPu5000034655_botryozyma_nematodophila_190924.haplomerger2.final.cds	yHMPu5000034655_botryozyma_nematodophila_190924.haplomerger2.final.gff3	yHMPu5000034655_botryozyma_nematodophila_190924.haplomerger2.final.gtf
Brettanomyces_custersianus	yHMPu5000026197_brettanomyces_custersianus_160519.fas	yHMPu5000026197_brettanomyces_custersianus_160519.final.pep	yHMPu5000026197_brettanomyces_custersianus_160519.final.cds	yHMPu5000026197_brettanomyces_custersianus_160519.final.gff3	yHMPu5000026197_brettanomyces_custersianus_160519.final.gtf
Brettanomyces_nanus	yHMPu5000038399_brettanomyces_nanus_180604.fas	yHMPu5000038399_brettanomyces_nanus_180604.final.pep	yHMPu5000038399_brettanomyces_nanus_180604.final.cds	yHMPu5000038399_brettanomyces_nanus_180604.final.gff3	yHMPu5000038399_brettanomyces_nanus_180604.final.gtf
Candida_aaseri	yHMPu5000035251_candida_aaseri_170307.fas	yHMPu5000035251_candida_aaseri_170307.final.pep	yHMPu5000035251_candida_aaseri_170307.final.cds	yHMPu5000035251_candida_aaseri_170307.final.gff3	yHMPu5000035251_candida_aaseri_170307.final.gtf
Candida_adriatica	yHMPu5000038113_candida_adriatica_170912.fas	yHMPu5000038113_candida_adriatica_170912.final.pep	yHMPu5000038113_candida_adriatica_170912.final.cds	yHMPu5000038113_candida_adriatica_170912.final.gff3	yHMPu5000038113_candida_adriatica_170912.final.gtf
Candida_aechmeae	yHMPu5000041854_candida_aechmeae_170307.fas	yHMPu5000041854_candida_aechmeae_170307.final.pep	yHMPu5000041854_candida_aechmeae_170307.final.cds	yHMPu5000041854_candida_aechmeae_170307.final.gff3	yHMPu5000041854_candida_aechmeae_170307.final.gtf
Candida_alai	yHMPu5000037926_candida_alai_190924.fas	yHMPu5000037926_candida_alai_190924.final.pep	yHMPu5000037926_candida_alai_190924.final.cds	yHMPu5000037926_candida_alai_190924.final.gff3	yHMPu5000037926_candida_alai_190924.final.gtf
Candida_albicans_SC5314	candida_albicans.fas	candida_albicans.final.pep	candida_albicans.final.cds	candida_albicans.final.gff3	candida_albicans.final.gtf
Candida_albicans_NRRL_Y-12983	yHMPu5000035004_candida_albicans_190924.fas	yHMPu5000035004_candida_albicans_190924.final.pep	yHMPu5000035004_candida_albicans_190924.final.cds	yHMPu5000035004_candida_albicans_190924.final.gff3	yHMPu5000035004_candida_albicans_190924.final.gtf
Kodamaea_alishanica	yHMPu5000038400_candida_alishanica_190924.fas	yHMPu5000038400_candida_alishanica_190924.final.pep	yHMPu5000038400_candida_alishanica_190924.final.cds	yHMPu5000038400_candida_alishanica_190924.final.gff3	yHMPu5000038400_candida_alishanica_190924.final.gtf
Candida_andamanensis	yHMPu5000038402_candida_andamanensis_170713.fas	yHMPu5000038402_candida_andamanensis_170713.final.pep	yHMPu5000038402_candida_andamanensis_170713.final.cds	yHMPu5000038402_candida_andamanensis_170713.final.gff3	yHMPu5000038402_candida_andamanensis_170713.final.gtf
Candida_anglica	yHMPu5000035314_candida_anglica_160928.fas	yHMPu5000035314_candida_anglica_160928.final.pep	yHMPu5000035314_candida_anglica_160928.final.cds	yHMPu5000035314_candida_anglica_160928.final.gff3	yHMPu5000035314_candida_anglica_160928.final.gtf
Candida_anutae	yHMPu5000038114_candida_anutae_170912.fas	yHMPu5000038114_candida_anutae_170912.final.pep	yHMPu5000038114_candida_anutae_170912.final.cds	yHMPu5000038114_candida_anutae_170912.final.gff3	yHMPu5000038114_candida_anutae_170912.final.gtf
Candida_arabinofermentans	yHMPu5000034925_candida_arabinofermentans_160519.fas	yHMPu5000034925_candida_arabinofermentans_160519.final.pep	yHMPu5000034925_candida_arabinofermentans_160519.final.cds	yHMPu5000034925_candida_arabinofermentans_160519.final.gff3	yHMPu5000034925_candida_arabinofermentans_160519.final.gtf
Kodamaea_arcana	yHMPu5000035315_candida_arcana_180604.fas	yHMPu5000035315_candida_arcana_180604.final.pep	yHMPu5000035315_candida_arcana_180604.final.cds	yHMPu5000035315_candida_arcana_180604.final.gff3	yHMPu5000035315_candida_arcana_180604.final.gtf
Candida_argentea	yHMPu5000037928_candida_argentea_180604.haplomerger2.fas	yHMPu5000037928_candida_argentea_180604.haplomerger2.final.pep	yHMPu5000037928_candida_argentea_180604.haplomerger2.final.cds	yHMPu5000037928_candida_argentea_180604.haplomerger2.final.gff3	yHMPu5000037928_candida_argentea_180604.haplomerger2.final.gtf
Candida_ascalaphidarum	yHMPu5000041855_candida_ascalaphidarum_170307.fas	yHMPu5000041855_candida_ascalaphidarum_170307.final.pep	yHMPu5000041855_candida_ascalaphidarum_170307.final.cds	yHMPu5000041855_candida_ascalaphidarum_170307.final.gff3	yHMPu5000041855_candida_ascalaphidarum_170307.final.gtf
Candida_asparagi	yHMPu5000035721_candida_asparagi_160519.fas	yHMPu5000035721_candida_asparagi_160519.final.pep	yHMPu5000035721_candida_asparagi_160519.final.cds	yHMPu5000035721_candida_asparagi_160519.final.gff3	yHMPu5000035721_candida_asparagi_160519.final.gtf
Candida_atlantica	yHMPu5000035250_candida_atlantica_170307.fas	yHMPu5000035250_candida_atlantica_170307.final.pep	yHMPu5000035250_candida_atlantica_170307.final.cds	yHMPu5000035250_candida_atlantica_170307.final.gff3	yHMPu5000035250_candida_atlantica_170307.final.gtf
Candida_atmosphaerica	yHMPu5000035249_candida_atmosphaerica_170307.fas	yHMPu5000035249_candida_atmosphaerica_170307.final.pep	yHMPu5000035249_candida_atmosphaerica_170307.final.cds	yHMPu5000035249_candida_atmosphaerica_170307.final.gff3	yHMPu5000035249_candida_atmosphaerica_170307.final.gtf
Candida_auris_Ci_6684	candida_auris.fas	candida_auris.final.pep	candida_auris.final.cds	candida_auris.final.gff3	candida_auris.final.gtf
Candida_auris_CBS_10913	yHMPu5000037929_candida_auris_170210.fas	yHMPu5000037929_candida_auris_170210.final.pep	yHMPu5000037929_candida_auris_170210.final.cds	yHMPu5000037929_candida_auris_170210.final.gff3	yHMPu5000037929_candida_auris_170210.final.gtf
Candida_aurita	yHMPu5000038115_candida_aurita_170912.fas	yHMPu5000038115_candida_aurita_170912.final.pep	yHMPu5000038115_candida_aurita_170912.final.cds	yHMPu5000038115_candida_aurita_170912.final.gff3	yHMPu5000038115_candida_aurita_170912.final.gtf
Candida_awuae	yHMPu5000038403_candida_awuaii_170713.fas	yHMPu5000038403_candida_awuaii_170713.final.pep	yHMPu5000038403_candida_awuaii_170713.final.cds	yHMPu5000038403_candida_awuaii_170713.final.gff3	yHMPu5000038403_candida_awuaii_170713.final.gtf
Candida_bambusicola	yHMPu5000038404_candida_bambusicola_190924.fas	yHMPu5000038404_candida_bambusicola_190924.final.pep	yHMPu5000038404_candida_bambusicola_190924.final.cds	yHMPu5000038404_candida_bambusicola_190924.final.gff3	yHMPu5000038404_candida_bambusicola_190924.final.gtf
Candida_baotianmanensis	yHMPu5000038405_candida_baotianensis_190924.fas	yHMPu5000038405_candida_baotianensis_190924.final.pep	yHMPu5000038405_candida_baotianensis_190924.final.cds	yHMPu5000038405_candida_baotianensis_190924.final.gff3	yHMPu5000038405_candida_baotianensis_190924.final.gtf
Candida_bentonensis	yHMPu5000041856_candida_bentonensis_180604.fas	yHMPu5000041856_candida_bentonensis_180604.final.pep	yHMPu5000041856_candida_bentonensis_180604.final.cds	yHMPu5000041856_candida_bentonensis_180604.final.gff3	yHMPu5000041856_candida_bentonensis_180604.final.gtf
Candida_berkhoutiae	yHMPu5000038406_candida_berkhoutiae_180604.fas	yHMPu5000038406_candida_berkhoutiae_180604.final.pep	yHMPu5000038406_candida_berkhoutiae_180604.final.cds	yHMPu5000038406_candida_berkhoutiae_180604.final.gff3	yHMPu5000038406_candida_berkhoutiae_180604.final.gtf
Candida_blackwelliae	yHMPu5000038407_candida_blackwelliae_190924.haplomerger2.fas	yHMPu5000038407_candida_blackwelliae_190924.haplomerger2.final.pep	yHMPu5000038407_candida_blackwelliae_190924.haplomerger2.final.cds	yHMPu5000038407_candida_blackwelliae_190924.haplomerger2.final.gff3	yHMPu5000038407_candida_blackwelliae_190924.haplomerger2.final.gtf
Candida_blankii	yHMPu5000035719_candida_blankii_190924.fas	yHMPu5000035719_candida_blankii_190924.final.pep	yHMPu5000035719_candida_blankii_190924.final.cds	yHMPu5000035719_candida_blankii_190924.final.gff3	yHMPu5000035719_candida_blankii_190924.final.gtf
Candida_blattae	yHMPu5000035335_candida_blattae_160928.fas	yHMPu5000035335_candida_blattae_160928.final.pep	yHMPu5000035335_candida_blattae_160928.final.cds	yHMPu5000035335_candida_blattae_160928.final.gff3	yHMPu5000035335_candida_blattae_160928.final.gtf
Candida_blattariae	yHMPu5000037917_candida_blattariae_170210.fas	yHMPu5000037917_candida_blattariae_170210.final.pep	yHMPu5000037917_candida_blattariae_170210.final.cds	yHMPu5000037917_candida_blattariae_170210.final.gff3	yHMPu5000037917_candida_blattariae_170210.final.gtf
Candida_bohioensis	yHMPu5000035003_candida_bohiensis_160519.fas	yHMPu5000035003_candida_bohiensis_160519.final.pep	yHMPu5000035003_candida_bohiensis_160519.final.cds	yHMPu5000035003_candida_bohiensis_160519.final.gff3	yHMPu5000035003_candida_bohiensis_160519.final.gtf
Candida_boidinii	yHMPu5000034926_candida_boidinii_160519.fas	yHMPu5000034926_candida_boidinii_160519.final.pep	yHMPu5000034926_candida_boidinii_160519.final.cds	yHMPu5000034926_candida_boidinii_160519.final.gff3	yHMPu5000034926_candida_boidinii_160519.final.gtf
Candida_boleticola	yHMPu5000034645_candida_boleticola_201018.fas	yHMPu5000034645_candida_boleticola_201018.final.pep	yHMPu5000034645_candida_boleticola_201018.final.cds	yHMPu5000034645_candida_boleticola_201018.final.gff3	yHMPu5000034645_candida_boleticola_201018.final.gtf
Nakaseomyces_bracarensis	yHMPu5000034725_candida_bracarensis_160928.fas	yHMPu5000034725_candida_bracarensis_160928.final.pep	yHMPu5000034725_candida_bracarensis_160928.final.cds	yHMPu5000034725_candida_bracarensis_160928.final.gff3	yHMPu5000034725_candida_bracarensis_160928.final.gtf
