Tree_Name	assembly	pep	cds	gff	gtf
Pichia_sp._NRRL_Y-12824	yHMPu5000035299_pichia_sp_170307.fas	yHMPu5000035299_pichia_sp_170307.final.pep	yHMPu5000035299_pichia_sp_170307.final.cds	yHMPu5000035299_pichia_sp_170307.final.gff3	yHMPu5000035299_pichia_sp_170307.final.gtf
Pichia_sporocuriosa	yHMPu5000035313_pichia_sporocuriosa_170307.haplomerger2.fas	yHMPu5000035313_pichia_sporocuriosa_170307.haplomerger2.final.pep	yHMPu5000035313_pichia_sporocuriosa_170307.haplomerger2.final.cds	yHMPu5000035313_pichia_sporocuriosa_170307.haplomerger2.final.gff3	yHMPu5000035313_pichia_sporocuriosa_170307.haplomerger2.final.gtf
Pichia_terricola	yHMPu5000035301_pichia_terricola_170307.fas	yHMPu5000035301_pichia_terricola_170307.final.pep	yHMPu5000035301_pichia_terricola_170307.final.cds	yHMPu5000035301_pichia_terricola_170307.final.gff3	yHMPu5000035301_pichia_terricola_170307.final.gtf
Priceomyces_carsonii	yHMPu5000035296_priceomyces_carsonii_160928.fas	yHMPu5000035296_priceomyces_carsonii_160928.final.pep	yHMPu5000035296_priceomyces_carsonii_160928.final.cds	yHMPu5000035296_priceomyces_carsonii_160928.final.gff3	yHMPu5000035296_priceomyces_carsonii_160928.final.gtf
Priceomyces_castillae	yHMPu5000035297_priceomyces_castillae_170307.fas	yHMPu5000035297_priceomyces_castillae_170307.final.pep	yHMPu5000035297_priceomyces_castillae_170307.final.cds	yHMPu5000035297_priceomyces_castillae_170307.final.gff3	yHMPu5000035297_priceomyces_castillae_170307.final.gtf
Priceomyces_fermenticarens	yHMPu5000035294_candida_fermenticarens_170307.fas	yHMPu5000035294_candida_fermenticarens_170307.final.pep	yHMPu5000035294_candida_fermenticarens_170307.final.cds	yHMPu5000035294_candida_fermenticarens_170307.final.gff3	yHMPu5000035294_candida_fermenticarens_170307.final.gtf
Priceomyces_haplophilus	yHMPu5000035660_priceomyces_haplophilus_160613.fas	yHMPu5000035660_priceomyces_haplophilus_160613.final.pep	yHMPu5000035660_priceomyces_haplophilus_160613.final.cds	yHMPu5000035660_priceomyces_haplophilus_160613.final.gff3	yHMPu5000035660_priceomyces_haplophilus_160613.final.gtf
Priceomyces_medius	yHMPu5000034606_priceomyces_medius_180604.fas	yHMPu5000034606_priceomyces_medius_180604.final.pep	yHMPu5000034606_priceomyces_medius_180604.final.cds	yHMPu5000034606_priceomyces_medius_180604.final.gff3	yHMPu5000034606_priceomyces_medius_180604.final.gtf
Priceomyces_melissophilus	yHMPu5000035295_priceomyces_melissophilus_201018.fas	yHMPu5000035295_priceomyces_melissophilus_201018.final.pep	yHMPu5000035295_priceomyces_melissophilus_201018.final.cds	yHMPu5000035295_priceomyces_melissophilus_201018.final.gff3	yHMPu5000035295_priceomyces_melissophilus_201018.final.gtf
Saccharomyces_arboricola	saccharomyces_arboricola.fas	saccharomyces_arboricola.final.pep	saccharomyces_arboricola.final.cds	saccharomyces_arboricola.final.gff3	saccharomyces_arboricola.final.gtf
Saccharomyces_cerevisiae	saccharomyces_cerevisiae.fas	saccharomyces_cerevisiae.final.pep	saccharomyces_cerevisiae.final.cds	saccharomyces_cerevisiae.final.gff3	saccharomyces_cerevisiae.final.gtf
Saccharomyces_eubayanus	saccharomyces_eubayanus.fas	saccharomyces_eubayanus.final.pep	saccharomyces_eubayanus.final.cds	saccharomyces_eubayanus.final.gff3	saccharomyces_eubayanus.final.gtf
Saccharomyces_jurei	saccharomyces_jurei.fas	saccharomyces_jurei.final.pep	saccharomyces_jurei.final.cds	saccharomyces_jurei.final.gff3	saccharomyces_jurei.final.gtf
Saccharomyces_kudriavzevii	saccharomyces_kudriavzevii.fas	saccharomyces_kudriavzevii.final.pep	saccharomyces_kudriavzevii.final.cds	saccharomyces_kudriavzevii.final.gff3	saccharomyces_kudriavzevii.final.gtf
Saccharomyces_mikatae	saccharomyces_mikatae.fas	saccharomyces_mikatae.final.pep	saccharomyces_mikatae.final.cds	saccharomyces_mikatae.final.gff3	saccharomyces_mikatae.final.gtf
Saccharomyces_paradoxus	saccharomyces_paradoxus.fas	saccharomyces_paradoxus.final.pep	saccharomyces_paradoxus.final.cds	saccharomyces_paradoxus.final.gff3	saccharomyces_paradoxus.final.gtf
Saccharomyces_uvarum	saccharomyces_uvarum.fas	saccharomyces_uvarum.final.pep	saccharomyces_uvarum.final.cds	saccharomyces_uvarum.final.gff3	saccharomyces_uvarum.final.gtf
Saccharomycodes_ludwigii	yHMPu5000026282_saccharomycodes_ludwigii_190924.fas	yHMPu5000026282_saccharomycodes_ludwigii_190924.final.pep	yHMPu5000026282_saccharomycodes_ludwigii_190924.final.cds	yHMPu5000026282_saccharomycodes_ludwigii_190924.final.gff3	yHMPu5000026282_saccharomycodes_ludwigii_190924.final.gtf
Saccharomycopsis_amapae	yHMPu5000041799_saccharomycopsis_amapae_201018.fas	yHMPu5000041799_saccharomycopsis_amapae_201018.final.pep	yHMPu5000041799_saccharomycopsis_amapae_201018.final.cds	yHMPu5000041799_saccharomycopsis_amapae_201018.final.gff3	yHMPu5000041799_saccharomycopsis_amapae_201018.final.gtf
Saccharomycopsis_babjevae	yHMPu5000037848_saccharomycopsis_babjevae_170912.fas	yHMPu5000037848_saccharomycopsis_babjevae_170912.final.pep	yHMPu5000037848_saccharomycopsis_babjevae_170912.final.cds	yHMPu5000037848_saccharomycopsis_babjevae_170912.final.gff3	yHMPu5000037848_saccharomycopsis_babjevae_170912.final.gtf
Saccharomycopsis_capsularis	yHMPu5000034607_saccharomycopsis_capsularis_180604.fas	yHMPu5000034607_saccharomycopsis_capsularis_180604.final.pep	yHMPu5000034607_saccharomycopsis_capsularis_180604.final.cds	yHMPu5000034607_saccharomycopsis_capsularis_180604.final.gff3	yHMPu5000034607_saccharomycopsis_capsularis_180604.final.gtf
Saccharomycopsis_crataegensis	yHMPu5000041691_saccharomycopsis_crataegensis_180604.fas	yHMPu5000041691_saccharomycopsis_crataegensis_180604.final.pep	yHMPu5000041691_saccharomycopsis_crataegensis_180604.final.cds	yHMPu5000041691_saccharomycopsis_crataegensis_180604.final.gff3	yHMPu5000041691_saccharomycopsis_crataegensis_180604.final.gtf
Saccharomycopsis_fermentans	yHMPu5000041797_saccharomycopsis_fermentans_201018.fas	yHMPu5000041797_saccharomycopsis_fermentans_201018.final.pep	yHMPu5000041797_saccharomycopsis_fermentans_201018.final.cds	yHMPu5000041797_saccharomycopsis_fermentans_201018.final.gff3	yHMPu5000041797_saccharomycopsis_fermentans_201018.final.gtf
Saccharomycopsis_fibuligera	yHMPu5000041796_saccharomycopsis_fibulgera_180604.haplomerger2.fas	yHMPu5000041796_saccharomycopsis_fibulgera_180604.haplomerger2.final.pep	yHMPu5000041796_saccharomycopsis_fibulgera_180604.haplomerger2.final.cds	yHMPu5000041796_saccharomycopsis_fibulgera_180604.haplomerger2.final.gff3	yHMPu5000041796_saccharomycopsis_fibulgera_180604.haplomerger2.final.gtf
Saccharomycopsis_fodiens	yHMPu5000037849_saccharomycopsis_fodiens_170912.fas	yHMPu5000037849_saccharomycopsis_fodiens_170912.final.pep	yHMPu5000037849_saccharomycopsis_fodiens_170912.final.cds	yHMPu5000037849_saccharomycopsis_fodiens_170912.final.gff3	yHMPu5000037849_saccharomycopsis_fodiens_170912.final.gtf
Saccharomycopsis_guyanensis	yHMPu5000038052_saccharomycopsis_guyanensis_170912.fas	yHMPu5000038052_saccharomycopsis_guyanensis_170912.final.pep	yHMPu5000038052_saccharomycopsis_guyanensis_170912.final.cds	yHMPu5000038052_saccharomycopsis_guyanensis_170912.final.gff3	yHMPu5000038052_saccharomycopsis_guyanensis_170912.final.gtf
Saccharomycopsis_javanensis	yHMPu5000041733_saccharomycopsis_javanensis_170912.fas	yHMPu5000041733_saccharomycopsis_javanensis_170912.final.pep	yHMPu5000041733_saccharomycopsis_javanensis_170912.final.cds	yHMPu5000041733_saccharomycopsis_javanensis_170912.final.gff3	yHMPu5000041733_saccharomycopsis_javanensis_170912.final.gtf
Saccharomycopsis_lassenensis	yHMPu5000041794_saccharomycopsis_lassenensis_201018.fas	yHMPu5000041794_saccharomycopsis_lassenensis_201018.final.pep	yHMPu5000041794_saccharomycopsis_lassenensis_201018.final.cds	yHMPu5000041794_saccharomycopsis_lassenensis_201018.final.gff3	yHMPu5000041794_saccharomycopsis_lassenensis_201018.final.gtf
Saccharomycopsis_malanga	yHMPu5000038051_saccharomycopsis_malanga_170912.fas	yHMPu5000038051_saccharomycopsis_malanga_170912.final.pep	yHMPu5000038051_saccharomycopsis_malanga_170912.final.cds	yHMPu5000038051_saccharomycopsis_malanga_170912.final.gff3	yHMPu5000038051_saccharomycopsis_malanga_170912.final.gtf
Saccharomycopsis_microspora	yHMPu5000041719_saccharomycopsis_microspora_170912.fas	yHMPu5000041719_saccharomycopsis_microspora_170912.final.pep	yHMPu5000041719_saccharomycopsis_microspora_170912.final.cds	yHMPu5000041719_saccharomycopsis_microspora_170912.final.gff3	yHMPu5000041719_saccharomycopsis_microspora_170912.final.gtf
Saccharomycopsis_olivae	yHMPu5000038050_saccharomycopsis_olivae_170912.fas	yHMPu5000038050_saccharomycopsis_olivae_170912.final.pep	yHMPu5000038050_saccharomycopsis_olivae_170912.final.cds	yHMPu5000038050_saccharomycopsis_olivae_170912.final.gff3	yHMPu5000038050_saccharomycopsis_olivae_170912.final.gtf
Saccharomycopsis_oosterbeekiorum	yHMPu5000037221_saccharomycopsis_oosterbeekiorum_210210.fas	yHMPu5000037221_saccharomycopsis_oosterbeekiorum_210210.final.pep	yHMPu5000037221_saccharomycopsis_oosterbeekiorum_210210.final.cds	yHMPu5000037221_saccharomycopsis_oosterbeekiorum_210210.final.gff3	yHMPu5000037221_saccharomycopsis_oosterbeekiorum_210210.final.gtf
Saccharomycopsis_schoenii	yHMPu5000041783_saccharomycopsis_schoenii_170912.fas	yHMPu5000041783_saccharomycopsis_schoenii_170912.final.pep	yHMPu5000041783_saccharomycopsis_schoenii_170912.final.cds	yHMPu5000041783_saccharomycopsis_schoenii_170912.final.gff3	yHMPu5000041783_saccharomycopsis_schoenii_170912.final.gtf
Saccharomycopsis_selenospora	yHMPu5000041784_saccharomycopsis_selenospora_170912.fas	yHMPu5000041784_saccharomycopsis_selenospora_170912.final.pep	yHMPu5000041784_saccharomycopsis_selenospora_170912.final.cds	yHMPu5000041784_saccharomycopsis_selenospora_170912.final.gff3	yHMPu5000041784_saccharomycopsis_selenospora_170912.final.gtf
Saccharomycopsis_sp._NRRL_Y-5750	yHMPu5000041785_saccharomycopsis_sp_180604.fas	yHMPu5000041785_saccharomycopsis_sp_180604.final.pep	yHMPu5000041785_saccharomycopsis_sp_180604.final.cds	yHMPu5000041785_saccharomycopsis_sp_180604.final.gff3	yHMPu5000041785_saccharomycopsis_sp_180604.final.gtf
Saccharomycopsis_sp._yHQL182	yHQL182_Saccharomycopsis_sp_nov_plate33_SPADES.fas	yHQL182_Saccharomycopsis_sp_nov_plate33_SPADES.final.pep	yHQL182_Saccharomycopsis_sp_nov_plate33_SPADES.final.cds	yHQL182_Saccharomycopsis_sp_nov_plate33_SPADES.final.gff3	yHQL182_Saccharomycopsis_sp_nov_plate33_SPADES.final.gtf
Saprochaete_fungicola	saprochaete_fungicola.fas	saprochaete_fungicola.final.pep	saprochaete_fungicola.final.cds	saprochaete_fungicola.final.gff3	saprochaete_fungicola.final.gtf
Saprochaete_ingens	saprochaete_ingens.fas	saprochaete_ingens.final.pep	saprochaete_ingens.final.cds	saprochaete_ingens.final.gff3	saprochaete_ingens.final.gtf
Saprochaete_suaveolens	saprochaete_suaveolens.fas	saprochaete_suaveolens.final.pep	saprochaete_suaveolens.final.cds	saprochaete_suaveolens.final.gff3	saprochaete_suaveolens.final.gtf
Saturnispora_ahearnii	yHMPu5000037851_saturnispora_ahearnii_170912.fas	yHMPu5000037851_saturnispora_ahearnii_170912.final.pep	yHMPu5000037851_saturnispora_ahearnii_170912.final.cds	yHMPu5000037851_saturnispora_ahearnii_170912.final.gff3	yHMPu5000037851_saturnispora_ahearnii_170912.final.gtf
Saturnispora_besseyi	yHDO580_saturnispora_besseyi_180604.fas	yHDO580_saturnispora_besseyi_180604.final.pep	yHDO580_saturnispora_besseyi_180604.final.cds	yHDO580_saturnispora_besseyi_180604.final.gff3	yHDO580_saturnispora_besseyi_180604.final.gtf
Saturnispora_dispora	yHMPu5000035659_saturnispora_dispora_160519.fas	yHMPu5000035659_saturnispora_dispora_160519.final.pep	yHMPu5000035659_saturnispora_dispora_160519.final.cds	yHMPu5000035659_saturnispora_dispora_160519.final.gff3	yHMPu5000035659_saturnispora_dispora_160519.final.gtf
Saturnispora_diversa	yHMPu5000035293_saturnispora_diversa_170307.fas	yHMPu5000035293_saturnispora_diversa_170307.final.pep	yHMPu5000035293_saturnispora_diversa_170307.final.cds	yHMPu5000035293_saturnispora_diversa_170307.final.gff3	yHMPu5000035293_saturnispora_diversa_170307.final.gtf
Saturnispora_galanensis	yHMPu5000037213_saturnispora_galanensis_210210.fas	yHMPu5000037213_saturnispora_galanensis_210210.final.pep	yHMPu5000037213_saturnispora_galanensis_210210.final.cds	yHMPu5000037213_saturnispora_galanensis_210210.final.gff3	yHMPu5000037213_saturnispora_galanensis_210210.final.gtf
Saturnispora_gosingensis	yHMPu5000034609_saturnispora_gosingensis_170307.fas	yHMPu5000034609_saturnispora_gosingensis_170307.final.pep	yHMPu5000034609_saturnispora_gosingensis_170307.final.cds	yHMPu5000034609_saturnispora_gosingensis_170307.final.gff3	yHMPu5000034609_saturnispora_gosingensis_170307.final.gtf
Saturnispora_hagleri	yHMPu5000034610_saturnispora_hagleri_160519.fas	yHMPu5000034610_saturnispora_hagleri_160519.final.pep	yHMPu5000034610_saturnispora_hagleri_160519.final.cds	yHMPu5000034610_saturnispora_hagleri_160519.final.gff3	yHMPu5000034610_saturnispora_hagleri_160519.final.gtf
Saturnispora_halmiae	yHMPu5000040912_saturnispora_halmiae_201018.fas	yHMPu5000040912_saturnispora_halmiae_201018.final.pep	yHMPu5000040912_saturnispora_halmiae_201018.final.cds	yHMPu5000040912_saturnispora_halmiae_201018.final.gff3	yHMPu5000040912_saturnispora_halmiae_201018.final.gtf
Saturnispora_kantuleensis	yHMPu5000037214_saturnispora_kantuleensis_210210.fas	yHMPu5000037214_saturnispora_kantuleensis_210210.final.pep	yHMPu5000037214_saturnispora_kantuleensis_210210.final.cds	yHMPu5000037214_saturnispora_kantuleensis_210210.final.gff3	yHMPu5000037214_saturnispora_kantuleensis_210210.final.gtf
Saturnispora_mendoncae	yHMPu5000034611_saturnispora_mendoncae_160519.haplomerger2.fas	yHMPu5000034611_saturnispora_mendoncae_160519.haplomerger2.final.pep	yHMPu5000034611_saturnispora_mendoncae_160519.haplomerger2.final.cds	yHMPu5000034611_saturnispora_mendoncae_160519.haplomerger2.final.gff3	yHMPu5000034611_saturnispora_mendoncae_160519.haplomerger2.final.gtf
Saturnispora_quitensis	yHMPu5000038038_saturnispora_quitensis_170912.fas	yHMPu5000038038_saturnispora_quitensis_170912.final.pep	yHMPu5000038038_saturnispora_quitensis_170912.final.cds	yHMPu5000038038_saturnispora_quitensis_170912.final.gff3	yHMPu5000038038_saturnispora_quitensis_170912.final.gtf
Saturnispora_saitoi	yHMPu5000034612_saturnispora_saitoi_180604.fas	yHMPu5000034612_saturnispora_saitoi_180604.final.pep	yHMPu5000034612_saturnispora_saitoi_180604.final.cds	yHMPu5000034612_saturnispora_saitoi_180604.final.gff3	yHMPu5000034612_saturnispora_saitoi_180604.final.gtf
Saturnispora_sanitii	yHMPu5000038325_saturnispora_sanitii_170713.fas	yHMPu5000038325_saturnispora_sanitii_170713.final.pep	yHMPu5000038325_saturnispora_sanitii_170713.final.cds	yHMPu5000038325_saturnispora_sanitii_170713.final.gff3	yHMPu5000038325_saturnispora_sanitii_170713.final.gtf
Saturnispora_sekii	yHMPu5000040911_saturnispora_sekii_201018.fas	yHMPu5000040911_saturnispora_sekii_201018.final.pep	yHMPu5000040911_saturnispora_sekii_201018.final.cds	yHMPu5000040911_saturnispora_sekii_201018.final.gff3	yHMPu5000040911_saturnispora_sekii_201018.final.gtf
Saturnispora_serradocipensis	yHMPu5000034613_saturnispora_serradocipensis_180604.fas	yHMPu5000034613_saturnispora_serradocipensis_180604.final.pep	yHMPu5000034613_saturnispora_serradocipensis_180604.final.cds	yHMPu5000034613_saturnispora_serradocipensis_180604.final.gff3	yHMPu5000034613_saturnispora_serradocipensis_180604.final.gtf
Saturnispora_silvae	yHMPu5000034614_saturnispora_silvae_180604.fas	yHMPu5000034614_saturnispora_silvae_180604.final.pep	yHMPu5000034614_saturnispora_silvae_180604.final.cds	yHMPu5000034614_saturnispora_silvae_180604.final.gff3	yHMPu5000034614_saturnispora_silvae_180604.final.gtf
Saturnispora_bothae	yHDO578_saturnispora_sp_180604.fas	yHDO578_saturnispora_sp_180604.final.pep	yHDO578_saturnispora_sp_180604.final.cds	yHDO578_saturnispora_sp_180604.final.gff3	yHDO578_saturnispora_sp_180604.final.gtf
Saturnispora_zaruensis	yHMPu5000034615_saturnispora_zaruensis_160519.fas	yHMPu5000034615_saturnispora_zaruensis_160519.final.pep	yHMPu5000034615_saturnispora_zaruensis_160519.final.cds	yHMPu5000034615_saturnispora_zaruensis_160519.final.gff3	yHMPu5000034615_saturnispora_zaruensis_160519.final.gtf
Scheffersomyces_coipomensis	yHMPu5000041788_scheffersomyces_coipomoensis_180604.fas	yHMPu5000041788_scheffersomyces_coipomoensis_180604.final.pep	yHMPu5000041788_scheffersomyces_coipomoensis_180604.final.cds	yHMPu5000041788_scheffersomyces_coipomoensis_180604.final.gff3	yHMPu5000041788_scheffersomyces_coipomoensis_180604.final.gtf
Scheffersomyces_cryptocercus	yHMPu5000037852_scheffersomyces_cryptocercus_180604.fas	yHMPu5000037852_scheffersomyces_cryptocercus_180604.final.pep	yHMPu5000037852_scheffersomyces_cryptocercus_180604.final.cds	yHMPu5000037852_scheffersomyces_cryptocercus_180604.final.gff3	yHMPu5000037852_scheffersomyces_cryptocercus_180604.final.gtf
Scheffersomyces_ergatensis	yHMPu5000041789_scheffersomyces_ergatensis_180604.fas	yHMPu5000041789_scheffersomyces_ergatensis_180604.final.pep	yHMPu5000041789_scheffersomyces_ergatensis_180604.final.cds	yHMPu5000041789_scheffersomyces_ergatensis_180604.final.gff3	yHMPu5000041789_scheffersomyces_ergatensis_180604.final.gtf
Scheffersomyces_gosingicus	yHMPu5000038324_scheffersomyces_gosingicus_180604.fas	yHMPu5000038324_scheffersomyces_gosingicus_180604.final.pep	yHMPu5000038324_scheffersomyces_gosingicus_180604.final.cds	yHMPu5000038324_scheffersomyces_gosingicus_180604.final.gff3	yHMPu5000038324_scheffersomyces_gosingicus_180604.final.gtf
Scheffersomyces_illinoinensis	yHMPu5000037853_scheffersomyces_illinoinensis_170912.fas	yHMPu5000037853_scheffersomyces_illinoinensis_170912.final.pep	yHMPu5000037853_scheffersomyces_illinoinensis_170912.final.cds	yHMPu5000037853_scheffersomyces_illinoinensis_170912.final.gff3	yHMPu5000037853_scheffersomyces_illinoinensis_170912.final.gtf
Scheffersomyces_insectosa	yHMPu5000037854_scheffersomyces_insectosa_170912.fas	yHMPu5000037854_scheffersomyces_insectosa_170912.final.pep	yHMPu5000037854_scheffersomyces_insectosa_170912.final.cds	yHMPu5000037854_scheffersomyces_insectosa_170912.final.gff3	yHMPu5000037854_scheffersomyces_insectosa_170912.final.gtf
Scheffersomyces_lignicola	yHMPu5000038323_scheffersomyces_lignicola_170713.fas	yHMPu5000038323_scheffersomyces_lignicola_170713.final.pep	yHMPu5000038323_scheffersomyces_lignicola_170713.final.cds	yHMPu5000038323_scheffersomyces_lignicola_170713.final.gff3	yHMPu5000038323_scheffersomyces_lignicola_170713.final.gtf
Scheffersomyces_lignosus	yHMPu5000038106_candida_lignosa_170912.fas	yHMPu5000038106_candida_lignosa_170912.final.pep	yHMPu5000038106_candida_lignosa_170912.final.cds	yHMPu5000038106_candida_lignosa_170912.final.gff3	yHMPu5000038106_candida_lignosa_170912.final.gtf
Candida_loeiensis	yHMPu5000038380_candida_loeiensis_170713.fas	yHMPu5000038380_candida_loeiensis_170713.final.pep	yHMPu5000038380_candida_loeiensis_170713.final.cds	yHMPu5000038380_candida_loeiensis_170713.final.gff3	yHMPu5000038380_candida_loeiensis_170713.final.gtf
Scheffersomyces_parashehatae	yHMPu5000038039_scheffersomyces_parashehatae_170912.fas	yHMPu5000038039_scheffersomyces_parashehatae_170912.final.pep	yHMPu5000038039_scheffersomyces_parashehatae_170912.final.cds	yHMPu5000038039_scheffersomyces_parashehatae_170912.final.gff3	yHMPu5000038039_scheffersomyces_parashehatae_170912.final.gtf
Scheffersomyces_quercinus	yHMPu5000037856_scheffersomyces_quercinus_180604.fas	yHMPu5000037856_scheffersomyces_quercinus_180604.final.pep	yHMPu5000037856_scheffersomyces_quercinus_180604.final.cds	yHMPu5000037856_scheffersomyces_quercinus_180604.final.gff3	yHMPu5000037856_scheffersomyces_quercinus_180604.final.gtf
Scheffersomyces_segobiensis	yHMPu5000041790_scheffersomyces_segobiensis_180604.fas	yHMPu5000041790_scheffersomyces_segobiensis_180604.final.pep	yHMPu5000041790_scheffersomyces_segobiensis_180604.final.cds	yHMPu5000041790_scheffersomyces_segobiensis_180604.final.gff3	yHMPu5000041790_scheffersomyces_segobiensis_180604.final.gtf
Scheffersomyces_shehatae	yHMPu5000041791_scheffersomyces_shehatae_180604.fas	yHMPu5000041791_scheffersomyces_shehatae_180604.final.pep	yHMPu5000041791_scheffersomyces_shehatae_180604.final.cds	yHMPu5000041791_scheffersomyces_shehatae_180604.final.gff3	yHMPu5000041791_scheffersomyces_shehatae_180604.final.gtf
Scheffersomyces_spartinae	yHMPu5000037857_scheffersomyces_spartiniae_170210.fas	yHMPu5000037857_scheffersomyces_spartiniae_170210.final.pep	yHMPu5000037857_scheffersomyces_spartiniae_170210.final.cds	yHMPu5000037857_scheffersomyces_spartiniae_170210.final.gff3	yHMPu5000037857_scheffersomyces_spartiniae_170210.final.gtf
Scheffersomyces_stambukii	scheffersomyces_stambukii.fas	scheffersomyces_stambukii.final.pep	scheffersomyces_stambukii.final.cds	scheffersomyces_stambukii.final.gff3	scheffersomyces_stambukii.final.gtf
Scheffersomyces_stipitis_NRRL_Y-11545	scheffersomyces_stipitis.fas	scheffersomyces_stipitis.final.pep	scheffersomyces_stipitis.final.cds	scheffersomyces_stipitis.final.gff3	scheffersomyces_stipitis.final.gtf
Scheffersomyces_stipitis_NRRL_Y-7124	yHMPu5000034616_scheffersomyces_stipitis_180604.fas	yHMPu5000034616_scheffersomyces_stipitis_180604.final.pep	yHMPu5000034616_scheffersomyces_stipitis_180604.final.cds	yHMPu5000034616_scheffersomyces_stipitis_180604.final.gff3	yHMPu5000034616_scheffersomyces_stipitis_180604.final.gtf
Scheffersomyces_virginianus	yHMPu5000037845_scheffersomyces_virginianus_170912.fas	yHMPu5000037845_scheffersomyces_virginianus_170912.final.pep	yHMPu5000037845_scheffersomyces_virginianus_170912.final.cds	yHMPu5000037845_scheffersomyces_virginianus_170912.final.gff3	yHMPu5000037845_scheffersomyces_virginianus_170912.final.gtf
Scheffersomyces_xylosifermentans	yHMPu5000038040_scheffersomyces_xylosifermentans_170912.fas	yHMPu5000038040_scheffersomyces_xylosifermentans_170912.final.pep	yHMPu5000038040_scheffersomyces_xylosifermentans_170912.final.cds	yHMPu5000038040_scheffersomyces_xylosifermentans_170912.final.gff3	yHMPu5000038040_scheffersomyces_xylosifermentans_170912.final.gtf
Schwanniomyces_capriottii	yHMPu5000041792_schwanniomyces_capriottii_170912.fas	yHMPu5000041792_schwanniomyces_capriottii_170912.final.pep	yHMPu5000041792_schwanniomyces_capriottii_170912.final.cds	yHMPu5000041792_schwanniomyces_capriottii_170912.final.gff3	yHMPu5000041792_schwanniomyces_capriottii_170912.final.gtf
Schwanniomyces_etchellsii	yHMPu5000041793_schwanniomyces_etchellsii_180604.fas	yHMPu5000041793_schwanniomyces_etchellsii_180604.final.pep	yHMPu5000041793_schwanniomyces_etchellsii_180604.final.cds	yHMPu5000041793_schwanniomyces_etchellsii_180604.final.gff3	yHMPu5000041793_schwanniomyces_etchellsii_180604.final.gtf
Schwanniomyces_occidentalis_var._occidentalis	yHMPu5000034581_schwanniomyces_occidentalis_var_occidentalis_170713.fas	yHMPu5000034581_schwanniomyces_occidentalis_var_occidentalis_170713.final.pep	yHMPu5000034581_schwanniomyces_occidentalis_var_occidentalis_170713.final.cds	yHMPu5000034581_schwanniomyces_occidentalis_var_occidentalis_170713.final.gff3	yHMPu5000034581_schwanniomyces_occidentalis_var_occidentalis_170713.final.gtf
Schwanniomyces_occidentalis_var._persoonii	yHMPu5000041781_schwanniomyces_occidentalis_var_persoonii_190924.fas	yHMPu5000041781_schwanniomyces_occidentalis_var_persoonii_190924.final.pep	yHMPu5000041781_schwanniomyces_occidentalis_var_persoonii_190924.final.cds	yHMPu5000041781_schwanniomyces_occidentalis_var_persoonii_190924.final.gff3	yHMPu5000041781_schwanniomyces_occidentalis_var_persoonii_190924.final.gtf
Schwanniomyces_polymorphus_var._africanus	yHMPu5000038322_schwanniomyces_polymorphus_var_africanus_170713.fas	yHMPu5000038322_schwanniomyces_polymorphus_var_africanus_170713.final.pep	yHMPu5000038322_schwanniomyces_polymorphus_var_africanus_170713.final.cds	yHMPu5000038322_schwanniomyces_polymorphus_var_africanus_170713.final.gff3	yHMPu5000038322_schwanniomyces_polymorphus_var_africanus_170713.final.gtf
Schwanniomyces_pseudopolymorphus	yHMPu5000041779_schwanniomyces_pseudopolymorphus_190924.fas	yHMPu5000041779_schwanniomyces_pseudopolymorphus_190924.final.pep	yHMPu5000041779_schwanniomyces_pseudopolymorphus_190924.final.cds	yHMPu5000041779_schwanniomyces_pseudopolymorphus_190924.final.gff3	yHMPu5000041779_schwanniomyces_pseudopolymorphus_190924.final.gtf
Schwanniomyces_sp._NRRL_Y-7430	yHRVM31_Schwanniomyces_sp_nov_plate33_SPADES.fas	yHRVM31_Schwanniomyces_sp_nov_plate33_SPADES.final.pep	yHRVM31_Schwanniomyces_sp_nov_plate33_SPADES.final.cds	yHRVM31_Schwanniomyces_sp_nov_plate33_SPADES.final.gff3	yHRVM31_Schwanniomyces_sp_nov_plate33_SPADES.final.gtf
Schwanniomyces_vanrijiae_var._vanrijiae	yHMPu5000037844_schwanniomyces_vanrijiae_var_vanrijiae_180604.fas	yHMPu5000037844_schwanniomyces_vanrijiae_var_vanrijiae_180604.final.pep	yHMPu5000037844_schwanniomyces_vanrijiae_var_vanrijiae_180604.final.cds	yHMPu5000037844_schwanniomyces_vanrijiae_var_vanrijiae_180604.final.gff3	yHMPu5000037844_schwanniomyces_vanrijiae_var_vanrijiae_180604.final.gtf
Schwanniomyces_vanrijiae_var._yarrowii	yHMPu5000041778_schwanniomyces_vanrijiae_var_yarrowii_170912.fas	yHMPu5000041778_schwanniomyces_vanrijiae_var_yarrowii_170912.final.pep	yHMPu5000041778_schwanniomyces_vanrijiae_var_yarrowii_170912.final.cds	yHMPu5000041778_schwanniomyces_vanrijiae_var_yarrowii_170912.final.gff3	yHMPu5000041778_schwanniomyces_vanrijiae_var_yarrowii_170912.final.gtf
Schwanniomyces_yamadae	yHMPu5000037843_schwanniomyces_yamadae_170912.fas	yHMPu5000037843_schwanniomyces_yamadae_170912.final.pep	yHMPu5000037843_schwanniomyces_yamadae_170912.final.cds	yHMPu5000037843_schwanniomyces_yamadae_170912.final.gff3	yHMPu5000037843_schwanniomyces_yamadae_170912.final.gtf
