assembly_fullID_updated	Tip_ID	assembly_fullID_updated_kegg	assembly_fullID_updated_OG	Tip_ID_v2	FINAL_Tip_ID	DanaKegg
yHMPu5000035293_saturnispora_diversa_170307	Saturnispora_diversa_CBS4074	yHMPu5000035293_saturnispora_diversa_170307	yHMPu5000035293_saturnispora_diversa_170307	Saturnispora_diversa	Saturnispora_diversa	yHMPu5000035293_saturnispora_diversa_170307
yHMPu5000035294_candida_fermenticarens_170307	Priceomyces_fermenticarens_NRRLY-17321	yHMPu5000035294_candida_fermenticarens_170307	yHMPu5000035294_candida_fermenticarens_170307	Priceomyces_fermenticarens	Priceomyces_fermenticarens	yHMPu5000035294_candida_fermenticarens_170307
yHMPu5000035295_priceomyces_melissophilus_201018	Priceomyces_melissophilus_CBS6344	yHMPu5000035295_priceomyces_melissophilus_201018	yHMPu5000035295_priceomyces_melissophilus_201018	Priceomyces_melissophilus	Priceomyces_melissophilus	yHMPu5000035295_priceomyces_melissophilus_201018
yHMPu5000035296_priceomyces_carsonii_160928	Priceomyces_carsonii_CBS2285	yHMPu5000035296_priceomyces_carsonii_160928	yHMPu5000035296_priceomyces_carsonii_160928	Priceomyces_carsonii	Priceomyces_carsonii	yHMPu5000035296_priceomyces_carsonii_160928
yHMPu5000035297_priceomyces_castillae_170307	Priceomyces_castillae_CBS6053	yHMPu5000035297_priceomyces_castillae_170307	yHMPu5000035297_priceomyces_castillae_170307	Priceomyces_castillae	Priceomyces_castillae	yHMPu5000035297_priceomyces_castillae_170307
yHMPu5000035298_candida_californica_170307.haplomerger2	Candida_californica_NRRLY-27254	yHMPu5000035298_candida_californica_170307	yHMPu5000035298_candida_californica_170307.haplomerger2	Candida_californica	Candida_californica	yHMPu5000035298_candida_californica_170307
yHMPu5000035299_pichia_sp_170307	Pichia_sp.nov._NRRLY-12824	yHMPu5000035299_pichia_sp_170307	yHMPu5000035299_pichia_sp_170307	Pichia_sp._NRRL_Y-12824	Pichia_sp._NRRL_Y-12824	yHMPu5000035299_pichia_sp_170307
yHMPu5000035300_pichia_sp_170307	Pichia_sp._NRRLYB-4149	yHMPu5000035300_pichia_sp_170307	yHMPu5000035300_pichia_sp_170307	Pichia_sp._NRRL_YB-4149	Pichia_sp._NRRL_YB-4149	yHMPu5000035300_pichia_sp_170307
yHMPu5000035301_pichia_terricola_170307	Pichia_terricola_CBS2617	yHMPu5000035301_pichia_terricola_170307	yHMPu5000035301_pichia_terricola_170307	Pichia_terricola	Pichia_terricola	yHMPu5000035301_pichia_terricola_170307
yHMPu5000035302_candida_fragi_180604	Kurtzmaniella_fragi_CBS7702	yHMPu5000035302_candida_fragi_180604	yHMPu5000035302_candida_fragi_180604	Kurtzmaniella_fragi	Kurtzmaniella_fragi	yHMPu5000035302_candida_fragi_180604
yHMPu5000035303_candida_natalensis_201018	Kurtzmaniella_natalensis_CBS2935	yHMPu5000035303_candida_natalensis_201018	yHMPu5000035303_candida_natalensis_201018	Kurtzmaniella_natalensis	Kurtzmaniella_natalensis	yHMPu5000035303_candida_natalensis_201018
yHMPu5000035304_candida_santamariae_180604	Candida_santamariae_CBS4515	yHMPu5000035304_candida_santamariae_180604	yHMPu5000035304_candida_santamariae_180604	Candida_santamariae	Candida_santamariae	yHMPu5000035304_candida_santamariae_180604
yHMPu5000035305_metschnikowia_corniflorae_180604.haplomerger2	Metschnikowia_corniflorae_CBS9905	yHMPu5000035305_metschnikowia_corniflorae_180604	yHMPu5000035305_metschnikowia_corniflorae_180604.haplomerger2	Metschnikowia_corniflorae	Metschnikowia_corniflorae	yHMPu5000035305_metschnikowia_corniflorae_180604
yHMPu5000035306_candida_elateridarum_180604	Meyerozyma_elateridarum_CBS9842	yHMPu5000035306_candida_elateridarum_180604	yHMPu5000035306_candida_elateridarum_180604	Meyerozyma_elateridarum	Meyerozyma_elateridarum	yHMPu5000035306_candida_elateridarum_180604
yHMPu5000035307_millerozyma_farinosa_180604	Millerozyma_farinosa_CBS185	yHMPu5000035307_millerozyma_farinosa_180604	yHMPu5000035307_millerozyma_farinosa_180604	Millerozyma_farinosa	Millerozyma_farinosa	yHMPu5000035307_millerozyma_farinosa_180604
yHMPu5000035308_nadsonia_starkeyi-henricii_180604	Nadsonia_starkeyi-henricii_CBS2159	yHMPu5000035308_nadsonia_starkeyi-henricii_180604	yHMPu5000035308_nadsonia_starkeyi.henricii_180604	Nadsonia_starkeyi-henricii	Nadsonia_starkeyi-henricii	yHMPu5000035308_nadsonia_starkeyi-henricii_180604
yHMPu5000035309_pichia_scutulata_180604.haplomerger2	Pichia_scutulata_CBS6670	yHMPu5000035309_pichia_scutulata_180604	yHMPu5000035309_pichia_scutulata_180604.haplomerger2	Pichia_scutulata	Pichia_scutulata	yHMPu5000035309_pichia_scutulata_180604
yHMPu5000035310_ogataea_siamensis_201018	Ogataea_siamensis_NRRLY-27963	yHMPu5000035310_ogataea_siamensis_201018	yHMPu5000035310_ogataea_siamensis_201018	Ogataea_siamensis	Ogataea_siamensis	yHMPu5000035310_ogataea_siamensis_201018
yHMPu5000035313_pichia_sporocuriosa_170307.haplomerger2	Pichia_sporocuriosa_CBS8806	yHMPu5000035313_pichia_sporocuriosa_170307	yHMPu5000035313_pichia_sporocuriosa_170307.haplomerger2	Pichia_sporocuriosa	Pichia_sporocuriosa	yHMPu5000035313_pichia_sporocuriosa_170307
yHMPu5000035314_candida_anglica_160928	Candida_anglica_CBS4262	yHMPu5000035314_candida_anglica_160928	yHMPu5000035314_candida_anglica_160928	Candida_anglica	Candida_anglica	yHMPu5000035314_candida_anglica_160928
yHMPu5000035315_candida_arcana_180604	Candida_arcana_CBS9883	yHMPu5000035315_candida_arcana_180604	yHMPu5000035315_candida_arcana_180604	Kodamaea_arcana	Kodamaea_arcana	yHMPu5000035315_candida_arcana_180604
yHMPu5000035316_candida_homilentoma_180604	Hyphopichia_homilentoma_CBS6312	yHMPu5000035316_candida_homilentoma_180604	yHMPu5000035316_candida_homilentoma_180604	Hyphopichia_homilentoma	Hyphopichia_homilentoma	yHMPu5000035316_candida_homilentoma_180604
yHMPu5000035317_candida_fennica_180604	Hyphopichia_fennica_CBS5928	yHMPu5000035317_candida_fennica_180604	yHMPu5000035317_candida_fennica_180604	Hyphopichia_fennica	Hyphopichia_fennica	yHMPu5000035317_candida_fennica_180604
yHMPu5000035318_hyphopichia_heimii_180604	Hyphopichia_heimii_CBS6139	yHMPu5000035318_hyphopichia_heimii_180604	yHMPu5000035318_hyphopichia_heimii_180604	Hyphopichia_heimii	Hyphopichia_heimii	yHMPu5000035318_hyphopichia_heimii_180604
yHMPu5000035319_Candida_tartarivorans_S177_SPADES	Candida_tartarivorans_CBS7955	yHMPu5000035319_Candida_tartarivorans_S177_SPADES	yHMPu5000035319_Candida_tartarivorans_S177_SPADES	Groenewaldozyma_tartarivorans	Groenewaldozyma_tartarivorans	yHMPu5000035319_Candida_tartarivorans_S177_SPADES
yHMPu5000035320_candida_auringiensis_190924	Groenewaldozyma_auringiensis_CBS6913	yHMPu5000035320_candida_auringiensis_190924	yHMPu5000035320_candida_auringiensis_190924	Groenewaldozyma_auringiensis	Groenewaldozyma_auringiensis	yHMPu5000035320_candida_auringiensis_190924
yHMPu5000035322_Diddensiella_transvaalensis_SPADES	Diddensiella_transvaalensis_CBS6663	yHMPu5000035322_Diddensiella_transvaalensis_SPADES	yHMPu5000035322_Diddensiella_transvaalensis_SPADES	Diddensiella_transvaalensis	Diddensiella_transvaalensis	yHMPu5000035322_Diddensiella_transvaalensis_SPADES
yHMPu5000035323_diddensiella_santjacobensis_190924	Diddensiella_santjacobensis_CBS8183	yHMPu5000035323_diddensiella_santjacobensis_190924	yHMPu5000035323_diddensiella_santjacobensis_190924	Diddensiella_santjacobensis	Diddensiella_santjacobensis	yHMPu5000035323_diddensiella_santjacobensis_190924
yHMPu5000035324_cyberlindnera_subsufficiens_A3_201018	Cyberlindnera_subsufficiens_CBS5763	yHMPu5000035324_cyberlindnera_subsufficiens_A3_201018	yHMPu5000035324_cyberlindnera_subsufficiens_A3_201018	Cyberlindnera_subsufficiens	Cyberlindnera_subsufficiens	yHMPu5000035324_cyberlindnera_subsufficiens_A3_201018
yHMPu5000035325_cyberlindnera_petersonii_180604	Cyberlindnera_petersonii_CBS5555	yHMPu5000035325_cyberlindnera_petersonii_180604	yHMPu5000035325_cyberlindnera_petersonii_180604	Cyberlindnera_petersonii	Cyberlindnera_petersonii	yHMPu5000035325_cyberlindnera_petersonii_180604
yHMPu5000035327_candida_fluviatilis_190924	Candida_fluviatilis_CBS6776	yHMPu5000035327_candida_fluviatilis_190924	yHMPu5000035327_candida_fluviatilis_190924	Candida_fluviatilis	Candida_fluviatilis	yHMPu5000035327_candida_fluviatilis_190924
yHMPu5000035328_candida_palmioleophila_180604	Candida_palmioleophila_CBS7418	yHMPu5000035328_candida_palmioleophila_180604	yHMPu5000035328_candida_palmioleophila_180604	Candida_palmioleophila	Candida_palmioleophila	yHMPu5000035328_candida_palmioleophila_180604
yHMPu5000035329_candida_saitoana_180604.haplomerger2	Candida_saitoana_CBS940	yHMPu5000035329_candida_saitoana_180604	yHMPu5000035329_candida_saitoana_180604.haplomerger2	Candida_saitoana	Candida_saitoana	yHMPu5000035329_candida_saitoana_180604
yHMPu5000035330_candida_entomophila_190924	Candida_entomophila_CBS6160	yHMPu5000035330_candida_entomophila_190924	yHMPu5000035330_candida_entomophila_190924	Candida_entomophila	Candida_entomophila	yHMPu5000035330_candida_entomophila_190924
yHMPu5000035331_candida_ghanaensis_201018	Candida_ghanaensis_CBS8798	yHMPu5000035331_candida_ghanaensis_201018	yHMPu5000035331_candida_ghanaensis_201018	Crinitomyces_ghanaensis	Crinitomyces_ghanaensis	yHMPu5000035331_candida_ghanaensis_201018
yHMPu5000035332_candida_insectalens_201018	Candida_insectalens_CBS6036	yHMPu5000035332_candida_insectalens_201018	yHMPu5000035332_candida_insectalens_201018	Candida_insectalens	Candida_insectalens	yHMPu5000035332_candida_insectalens_201018
yHMPu5000035333_candida_silvanorum_170713	Candida_silvanorum_CBS6274	yHMPu5000035333_candida_silvanorum_170713	yHMPu5000035333_candida_silvanorum_170713	Candida_silvanorum	Candida_silvanorum	yHMPu5000035333_candida_silvanorum_170713
yHMPu5000035334_clavispora_opuntiae_190924	Clavispora_opuntiae_CBS7068	yHMPu5000035334_clavispora_opuntiae_190924	yHMPu5000035334_clavispora_opuntiae_190924	Clavispora_opuntiae	Clavispora_opuntiae	yHMPu5000035334_clavispora_opuntiae_190924
yHMPu5000035335_candida_blattae_160928	Candida_blattae_CBS9871	yHMPu5000035335_candida_blattae_160928	yHMPu5000035335_candida_blattae_160928	Candida_blattae	Candida_blattae	yHMPu5000035335_candida_blattae_160928
yHMPu5000035336_cyberlindnera_jadinii_180604.haplomerger2	Cyberlindnera_jadinii_CBS1600	yHMPu5000035336_cyberlindnera_jadinii_180604	yHMPu5000035336_cyberlindnera_jadinii_180604.haplomerger2	Cyberlindnera_jadinii	Cyberlindnera_jadinii	yHMPu5000035336_cyberlindnera_jadinii_180604
yHMPu5000035337_cyberlindnera_mississippiensis_190924	Cyberlindnera_mississippiensis_CBS7023	yHMPu5000035337_cyberlindnera_mississippiensis_190924	yHMPu5000035337_cyberlindnera_mississippiensis_190924	Cyberlindnera_mississippiensis	Cyberlindnera_mississippiensis	yHMPu5000035337_cyberlindnera_mississippiensis_190924
yHMPu5000035626_zygosaccharomyces_siamensis_190924	Zygosaccharomyces_siamensis_CBS12273	yHMPu5000035626_zygosaccharomyces_siamensis_190924	yHMPu5000035626_zygosaccharomyces_siamensis_190924	Zygosaccharomyces_siamensis	Zygosaccharomyces_siamensis	yHMPu5000035626_zygosaccharomyces_siamensis_190924
yHMPu5000035627_zygosaccharomyces_pseudobailii_201018.haplomerger2	Zygosaccharomyces_pseudobailii_CBS2856	yHMPu5000035627_zygosaccharomyces_pseudobailii_201018	yHMPu5000035627_zygosaccharomyces_pseudobailii_201018.haplomerger2	Zygosaccharomyces_pseudobailii	Zygosaccharomyces_pseudobailii	yHMPu5000035627_zygosaccharomyces_pseudobailii_201018
yHMPu5000035629_yueomyces_sinensis_180604	Yueomyces_sinensis_CBS7075	yHMPu5000035629_yueomyces_sinensis_180604	yHMPu5000035629_yueomyces_sinensis_180604	Yueomyces_sinensis	Yueomyces_sinensis	yHMPu5000035629_yueomyces_sinensis_180604
yHMPu5000035630_candida_phangngaensis_170307	Yarrowia_phangngaensis_CBS10407	yHMPu5000035630_candida_phangngaensis_170307	yHMPu5000035630_candida_phangngaensis_170307	Yarrowia_phangngaensis	Yarrowia_phangngaensis	yHMPu5000035630_candida_phangngaensis_170307
yHMPu5000035631_candida_oslonensis_190924	Yarrowia_osloensis_CBS10146	yHMPu5000035631_candida_oslonensis_190924	yHMPu5000035631_candida_oslonensis_190924	Yarrowia_osloensis	Yarrowia_osloensis	yHMPu5000035631_candida_oslonensis_190924
yHMPu5000035632_candida_hollandica_170307	Yarrowia_hollandica_CBS4855	yHMPu5000035632_candida_hollandica_170307	yHMPu5000035632_candida_hollandica_170307	Yarrowia_hollandica	Yarrowia_hollandica	yHMPu5000035632_candida_hollandica_170307
yHMPu5000035633_candida_hispaniensis_180604	Candida_hispaniensis_CBS9996	yHMPu5000035633_candida_hispaniensis_180604	yHMPu5000035633_candida_hispaniensis_180604	Candida_hispaniensis	Candida_hispaniensis	yHMPu5000035633_candida_hispaniensis_180604
yHMPu5000035635_candida_galli_170307	Yarrowia_galli_CBS9722	yHMPu5000035635_candida_galli_170307	yHMPu5000035635_candida_galli_170307	Yarrowia_galli	Yarrowia_galli	yHMPu5000035635_candida_galli_170307
yHMPu5000035636_candida_alimentaria_201018	Yarrowia_alimentaria_CBS10151	yHMPu5000035636_candida_alimentaria_201018	yHMPu5000035636_candida_alimentaria_201018	Yarrowia_alimentaria	Yarrowia_alimentaria	yHMPu5000035636_candida_alimentaria_201018
yHMPu5000035638_wickerhamiella_domercqiae_160519	Wickerhamiella_domercqiae_CBS4351	yHMPu5000035638_wickerhamiella_domercqiae_160519	yHMPu5000035638_wickerhamiella_domercqiae_160519	Wickerhamiella_domercqiae	Wickerhamiella_domercqiae	yHMPu5000035638_wickerhamiella_domercqiae_160519
yHMPu5000035639_wickerhamomyces_canadensis_160613	Wickerhamomyces_canadensis_CBS1992	yHMPu5000035639_wickerhamomyces_canadensis_160613	yHMPu5000035639_wickerhamomyces_canadensis_160613	Wickerhamomyces_canadensis	Wickerhamomyces_canadensis	yHMPu5000035639_wickerhamomyces_canadensis_160613
yHMPu5000035640_yamadazyma_philogaea_160519	Yamadazyma_philogaea_CBS6696	yHMPu5000035640_yamadazyma_philogaea_160519	yHMPu5000035640_yamadazyma_philogaea_160519	Yamadazyma_philogaea	Yamadazyma_philogaea	yHMPu5000035640_yamadazyma_philogaea_160519
yHMPu5000035641_yamadazyma_scolyti_160613	Yamadazyma_scolyti_CBS4802	yHMPu5000035641_yamadazyma_scolyti_160613	yHMPu5000035641_yamadazyma_scolyti_160613	Yamadazyma_scolyti	Yamadazyma_scolyti	yHMPu5000035641_yamadazyma_scolyti_160613
yHMPu5000035642_yamadazyma_triangularis_170307	Yamadazyma_triangularis_CBS4094	yHMPu5000035642_yamadazyma_triangularis_170307	yHMPu5000035642_yamadazyma_triangularis_170307	Yamadazyma_triangularis	Yamadazyma_triangularis	yHMPu5000035642_yamadazyma_triangularis_170307
yHMPu5000035643_yarrowia_bubula_180604	Yarrowia_bubula_CBS12934	yHMPu5000035643_yarrowia_bubula_180604	yHMPu5000035643_yarrowia_bubula_180604	Yarrowia_bubula	Yarrowia_bubula	yHMPu5000035643_yarrowia_bubula_180604
yHMPu5000035644_yarrowia_deformans_180604	Yarrowia_deformans_CBS2071	yHMPu5000035644_yarrowia_deformans_180604	yHMPu5000035644_yarrowia_deformans_180604	Yarrowia_deformans	Yarrowia_deformans	yHMPu5000035644_yarrowia_deformans_180604
yHMPu5000035646_yarrowia_keelungensis_170307	Yarrowia_keelungensis_CBS11062	yHMPu5000035646_yarrowia_keelungensis_170307	yHMPu5000035646_yarrowia_keelungensis_170307	Yarrowia_keelungensis	Yarrowia_keelungensis	yHMPu5000035646_yarrowia_keelungensis_170307
yHMPu5000035647_yarrowia_lipolytica_160519.haplomerger2	Yarrowia_lipolytica_CBS6124	yHMPu5000035647_yarrowia_lipolytica_160519	yHMPu5000035647_yarrowia_lipolytica_160519.haplomerger2	Yarrowia_lipolytica_NRRL_YB-423	Yarrowia_lipolytica_NRRL_YB-423	yHMPu5000035647_yarrowia_lipolytica_160519
yHMPu5000035648_yarrowia_porcina_170307	Yarrowia_porcina_CBS12935	yHMPu5000035648_yarrowia_porcina_170307	yHMPu5000035648_yarrowia_porcina_170307	Yarrowia_porcina	Yarrowia_porcina	yHMPu5000035648_yarrowia_porcina_170307
yHMPu5000035649_yarrowia_yakushimensis_170307	Yarrowia_yakushimensis_CBS10254	yHMPu5000035649_yarrowia_yakushimensis_170307	yHMPu5000035649_yarrowia_yakushimensis_170307	Yarrowia_yakushimensis	Yarrowia_yakushimensis	yHMPu5000035649_yarrowia_yakushimensis_170307
yHMPu5000035650_trigonopsis_variabilis_160613	Trigonopsis_variabilis_CBS1040	yHMPu5000035650_trigonopsis_variabilis_160613	yHMPu5000035650_trigonopsis_variabilis_160613	Trigonopsis_variabilis	Trigonopsis_variabilis	yHMPu5000035650_trigonopsis_variabilis_160613
yHMPu5000035651_Torulaspora_microellipsoides_SPADES	Torulaspora_microellipsoides_CBS427	yHMPu5000035651_Torulaspora_microellipsoides_SPADES	yHMPu5000035651_Torulaspora_microellipsoides_SPADES	Torulaspora_microellipsoides	Torulaspora_microellipsoides	yHMPu5000035651_Torulaspora_microellipsoides_SPADES
yHMPu5000035652_torulaspora_maleeae_160613	Torulaspora_maleeae_CBS10694	yHMPu5000035652_torulaspora_maleeae_160613	yHMPu5000035652_torulaspora_maleeae_160613	Torulaspora_maleeae	Torulaspora_maleeae	yHMPu5000035652_torulaspora_maleeae_160613
yHMPu5000035653_torulaspora_delbrueckii_160613	Torulaspora_delbrueckii_CBS1146	yHMPu5000035653_torulaspora_delbrueckii_160613	yHMPu5000035653_torulaspora_delbrueckii_160613	Torulaspora_delbrueckii	Torulaspora_delbrueckii	yHMPu5000035653_torulaspora_delbrueckii_160613
yHMPu5000035654_tortispora_ganteri_160519.haplomerger2	Tortispora_ganteri_CBS12581	yHMPu5000035654_tortispora_ganteri_160519	yHMPu5000035654_tortispora_ganteri_160519.haplomerger2	Tortispora_ganteri	Tortispora_ganteri	yHMPu5000035654_tortispora_ganteri_160519
yHMPu5000035655_tetrapisispora_taiwanensis_160613	Tetrapisispora_taiwanensis_CBS10586	yHMPu5000035655_tetrapisispora_taiwanensis_160613	yHMPu5000035655_tetrapisispora_taiwanensis_160613	Tetrapisispora_taiwanensis	Tetrapisispora_taiwanensis	yHMPu5000035655_tetrapisispora_taiwanensis_160613
yHMPu5000035656_Tetrapisispora_pingtungensis_SPADES	Tetrapisispora_pingtungensis_CBS12780	yHMPu5000035656_Tetrapisispora_pingtungensis_SPADES	yHMPu5000035656_Tetrapisispora_pingtungensis_SPADES	Tetrapisispora_pingtungensis	Tetrapisispora_pingtungensis	yHMPu5000035656_Tetrapisispora_pingtungensis_SPADES
yHMPu5000035657_starmerella_bombicola_160613	Starmerella_bombicola_CBS6009	yHMPu5000035657_starmerella_bombicola_160613	yHMPu5000035657_starmerella_bombicola_160613	Starmerella_bombicola	Starmerella_bombicola	yHMPu5000035657_starmerella_bombicola_160613
yHMPu5000035658_starmera_amethionina_160613.haplomerger2	Starmera_amethionina_CBS6940	yHMPu5000035658_starmera_amethionina_160613	yHMPu5000035658_starmera_amethionina_160613.haplomerger2	Starmera_amethionina	Starmera_amethionina	yHMPu5000035658_starmera_amethionina_160613
yHMPu5000035659_saturnispora_dispora_160519	Saturnispora_dispora_CBS794	yHMPu5000035659_saturnispora_dispora_160519	yHMPu5000035659_saturnispora_dispora_160519	Saturnispora_dispora	Saturnispora_dispora	yHMPu5000035659_saturnispora_dispora_160519
yHMPu5000035660_priceomyces_haplophilus_160613	Priceomyces_haplophilus_CBS2028	yHMPu5000035660_priceomyces_haplophilus_160613	yHMPu5000035660_priceomyces_haplophilus_160613	Priceomyces_haplophilus	Priceomyces_haplophilus	yHMPu5000035660_priceomyces_haplophilus_160613
yHMPu5000035661_pichia_membranifaciens_160519	Pichia_membranifaciens_CBS107	yHMPu5000035661_pichia_membranifaciens_160519	yHMPu5000035661_pichia_membranifaciens_160519	Pichia_membranifaciens	Pichia_membranifaciens	yHMPu5000035661_pichia_membranifaciens_160519
yHMPu5000035662_meyerozyma_caribbica_160613	Meyerozyma_caribbica_CBS9966	yHMPu5000035662_meyerozyma_caribbica_160613	yHMPu5000035662_meyerozyma_caribbica_160613	Meyerozyma_caribbica	Meyerozyma_caribbica	yHMPu5000035662_meyerozyma_caribbica_160613
yHMPu5000035663_Meyerozyma_guilliermondii_MASURCA	Meyerozyma_guilliermondii_CBS2030	yHMPu5000035663_Meyerozyma_guilliermondii_MASURCA	yHMPu5000035663_Meyerozyma_guilliermondii_MASURCA	Meyerozyma_guilliermondii_NRRL_Y-2075	Meyerozyma_guilliermondii_NRRL_Y-2075	yHMPu5000035663_Meyerozyma_guilliermondii_MASURCA
yHMPu5000035664_candida_carpophila_160613	Meyerozyma_carpophila_CBS5256	yHMPu5000035664_candida_carpophila_160613	yHMPu5000035664_candida_carpophila_160613	Meyerozyma_carpophila	Meyerozyma_carpophila	yHMPu5000035664_candida_carpophila_160613
yHMPu5000035665_middelhovenomyces_tepae_160613	Middelhovenomyces_tepae_CBS5115	yHMPu5000035665_middelhovenomyces_tepae_160613	yHMPu5000035665_middelhovenomyces_tepae_160613	Middelhovenomyces_tepae	Middelhovenomyces_tepae	yHMPu5000035665_middelhovenomyces_tepae_160613
yHMPu5000035666_nakaseomyces_bacillisporus_160613	Nakaseomyces_bacillisporus_CBS7720	yHMPu5000035666_nakaseomyces_bacillisporus_160613	yHMPu5000035666_nakaseomyces_bacillisporus_160613	Nakaseomyces_bacillisporus	Nakaseomyces_bacillisporus	yHMPu5000035666_nakaseomyces_bacillisporus_160613
yHMPu5000035667_kurtzmaniella_cleridarum_180604	Kurtzmaniella_cleridarum_CBS8793	yHMPu5000035667_kurtzmaniella_cleridarum_180604	yHMPu5000035667_kurtzmaniella_cleridarum_180604	Kurtzmaniella_cleridarum	Kurtzmaniella_cleridarum	yHMPu5000035667_kurtzmaniella_cleridarum_180604
yHMPu5000035668_nakazawaea_populi_160613	Nakazawaea_populi_CBS7351	yHMPu5000035668_nakazawaea_populi_160613	yHMPu5000035668_nakazawaea_populi_160613	Nakazawaea_populi	Nakazawaea_populi	yHMPu5000035668_nakazawaea_populi_160613
yHMPu5000035669_pachysolen_tannophilus_160613	Pachysolen_tannophilus_CBS4044	yHMPu5000035669_pachysolen_tannophilus_160613	yHMPu5000035669_pachysolen_tannophilus_160613	Pachysolen_tannophilus	Pachysolen_tannophilus	yHMPu5000035669_pachysolen_tannophilus_160613
yHMPu5000035670_phaffomyces_opuntiae_160613	Phaffomyces_opuntiae_CBS7010	yHMPu5000035670_phaffomyces_opuntiae_160613	yHMPu5000035670_phaffomyces_opuntiae_160613	Phaffomyces_opuntiae	Phaffomyces_opuntiae	yHMPu5000035670_phaffomyces_opuntiae_160613
yHMPu5000035671_phaffomyces_antillensis_160613	Phaffomyces_antillensis_CBS7111	yHMPu5000035671_phaffomyces_antillensis_160613	yHMPu5000035671_phaffomyces_antillensis_160613	Phaffomyces_antillensis	Phaffomyces_antillensis	yHMPu5000035671_phaffomyces_antillensis_160613
yHMPu5000035672_phaffomyces_thermotolerans_160613	Phaffomyces_thermotolerans_CBS7012	yHMPu5000035672_phaffomyces_thermotolerans_160613	yHMPu5000035672_phaffomyces_thermotolerans_160613	Phaffomyces_thermotolerans	Phaffomyces_thermotolerans	yHMPu5000035672_phaffomyces_thermotolerans_160613
yHMPu5000035673_candida_orba_160613	Candida_orba_CBS8782	yHMPu5000035673_candida_orba_160613	yHMPu5000035673_candida_orba_160613	Candida_orba	Candida_orba	yHMPu5000035673_candida_orba_160613
yHMPu5000035674_kregervanrija_delftensis_160613	Kregervanrija_delftensis_CBS2614	yHMPu5000035674_kregervanrija_delftensis_160613	yHMPu5000035674_kregervanrija_delftensis_160613	Kregervanrija_delftensis	Kregervanrija_delftensis	yHMPu5000035674_kregervanrija_delftensis_160613
yHMPu5000035675_kregervanrija_fluxuum_160613	Kregervanrija_fluxuum_CBS2287	yHMPu5000035675_kregervanrija_fluxuum_160613	yHMPu5000035675_kregervanrija_fluxuum_160613	Kregervanrija_fluxuum	Kregervanrija_fluxuum	yHMPu5000035675_kregervanrija_fluxuum_160613
yHMPu5000035676_komagataella_kurtzmanii_160613	Komagataella_kurtzmanii_CBS12817	yHMPu5000035676_komagataella_kurtzmanii_160613	yHMPu5000035676_komagataella_kurtzmanii_160613	Komagataella_kurtzmanii	Komagataella_kurtzmanii	yHMPu5000035676_komagataella_kurtzmanii_160613
yHMPu5000035677_kodamaea_ohmeri_160519	Kodamaea_ohmeri_CBS5367	yHMPu5000035677_kodamaea_ohmeri_160519	yHMPu5000035677_kodamaea_ohmeri_160519	Kodamaea_ohmeri	Kodamaea_ohmeri	yHMPu5000035677_kodamaea_ohmeri_160519
yHMPu5000035678_trichomonascus_ciferrii_160519	Trichomonascus_ciferrii_CBS5295	yHMPu5000035678_trichomonascus_ciferrii_160519	yHMPu5000035678_trichomonascus_ciferrii_160519	Trichomonascus_ciferrii	Trichomonascus_ciferrii	yHMPu5000035678_trichomonascus_ciferrii_160519
yHMPu5000035679_candida_rhagii_160613	Hyphopichia_rhagii_CBS4237	yHMPu5000035679_candida_rhagii_160613	yHMPu5000035679_candida_rhagii_160613	Hyphopichia_rhagii	Hyphopichia_rhagii	yHMPu5000035679_candida_rhagii_160613
yHMPu5000035680_candida_pseudorhagii_160519	Hyphopichia_pseudorhagii_CBS9998	yHMPu5000035680_candida_pseudorhagii_160519	yHMPu5000035680_candida_pseudorhagii_160519	Hyphopichia_pseudorhagii	Hyphopichia_pseudorhagii	yHMPu5000035680_candida_pseudorhagii_160519
yHMPu5000035681_candida_gotoi_160519	Hyphopichia_gotoi_CBS8531	yHMPu5000035681_candida_gotoi_160519	yHMPu5000035681_candida_gotoi_160519	Hyphopichia_gotoi	Hyphopichia_gotoi	yHMPu5000035681_candida_gotoi_160519
yHMPu5000035682_hyphopichia_burtonii_160613	Hyphopichia_burtonii_CBS2352	yHMPu5000035682_hyphopichia_burtonii_160613	yHMPu5000035682_hyphopichia_burtonii_160613	Hyphopichia_burtonii	Hyphopichia_burtonii	yHMPu5000035682_hyphopichia_burtonii_160613
yHMPu5000035684_kloeckera_hatyaiensis_160519.haplomerger2	Hanseniaspora_hatyaiensis__ZIM2327	yHMPu5000035684_kloeckera_hatyaiensis_160519	yHMPu5000035684_kloeckera_hatyaiensis_160519.haplomerger2	Hanseniaspora_hatyaiensis	Hanseniaspora_hatyaiensis	yHMPu5000035684_kloeckera_hatyaiensis_160519
yHMPu5000035685_hanseniaspora_1_sp_nov._diego_libkind_160519	Hanseniaspora_sp._CRUB1602	yHMPu5000035685_hanseniaspora_1_sp_nov	yHMPu5000035685_hanseniaspora_1_sp_nov._diego_libkind_160519	Hanseniaspora_sp._CRUB_1602	Hanseniaspora_smithiae	yHMPu5000035685_hanseniaspora_1_sp_nov
