assembly_fullID_updated	Tip_ID	assembly_fullID_updated_kegg	assembly_fullID_updated_OG	Tip_ID_v2	FINAL_Tip_ID	DanaKegg
alloascoidea_hylecoeti	Alloascoidea_hylecoeti_NRRLY-17703	alloascoidea_hylecoeti	alloascoidea_hylecoeti	Alloascoidea_hylecoeti_JCM_7604	Alloascoidea_hylecoeti_JCM_7604	alloascoidea_hylecoeti
arxula_adeninivorans	Blastobotrys_adeninivorans_LS3	arxula_adeninivorans	arxula_adeninivorans	Blastobotrys_adeninivorans_LS3	Blastobotrys_adeninivorans_LS3	arxula_adeninivorans
ashbya_aceri	Ashbya_aceri_FM-2008	ashbya_aceri	ashbya_aceri	Ashbya_aceri	Ashbya_aceri	ashbya_aceri
brettanomyces_anomalus	Brettanomyces_anomalus_YV396	brettanomyces_anomalus	brettanomyces_anomalus	Brettanomyces_anomalus_YV396	Brettanomyces_anomalus_YV396	brettanomyces_anomalus
candida_albicans	Candida_albicans_SC5314	candida_albicans	candida_albicans	Candida_albicans_SC5314	Candida_albicans_SC5314	candida_albicans
candida_apicola	Starmerella_apicola_NRRLY-50540	candida_apicola	candida_apicola	Starmerella_apicola_NRRL_Y-50540	Starmerella_apicola_NRRL_Y-50540	candida_apicola
candida_auris	Candida_auris_Ci6684	candida_auris	candida_auris	Candida_auris_Ci_6684	Candida_auris_Ci_6684	candida_auris
candida_dubliniensis	Candida_dubliniensis_CD36	candida_dubliniensis	candida_dubliniensis	Candida_dubliniensis_CD36	Candida_dubliniensis_CD36	candida_dubliniensis
candida_infanticola	Wickerhamiella_infanticola_DS02	candida_infanticola	candida_infanticola	Wickerhamiella_infanticola_DS02	Wickerhamiella_infanticola_DS02	candida_infanticola
candida_orthopsilosis	Candida_orthopsilosis_90-125	candida_orthopsilosis	candida_orthopsilosis	Candida_orthopsilosis_90_125	Candida_orthopsilosis_90-125	candida_orthopsilosis
candida_parapsilosis	Candida_parapsilosis_CDC317	candida_parapsilosis	candida_parapsilosis	Candida_parapsilosis_CDC_317	Candida_parapsilosis_CDC_317	candida_parapsilosis
candida_psychrophila	Candida_psychrophila_NRRLY-17665T	candida_psychrophila	candida_psychrophila	Candida_psychrophila_NRRL_Y-17665	Candida_psychrophila	candida_psychrophila
candida_sojae	Candida_sojae_GF41	candida_sojae	candida_sojae	Candida_sojae_GF41	Candida_sojae_GF41	candida_sojae
candida_tropicalis	Candida_tropicalis_MYA-3404	candida_tropicalis	candida_tropicalis	Candida_tropicalis_MYA-3404	Candida_tropicalis_MYA-3404	candida_tropicalis
candida_versatilis	Wickerhamiella_versatilis_JCM5958	candida_versatilis	candida_versatilis	Wickerhamiella_versatilis_JCM_5958	Wickerhamiella_versatilis_JCM_5958	candida_versatilis
clavispora_lusitaniae	Clavispora_lusitaniae_ATCC42720	clavispora_lusitaniae	clavispora_lusitaniae	Clavispora_lusitaniae_ATCC_42720	Clavispora_lusitaniae_ATCC_42720	clavispora_lusitaniae
eremothecium_coryli	Eremothecium_coryli_CBS5749	eremothecium_coryli	eremothecium_coryli	Eremothecium_coryli	Eremothecium_coryli	eremothecium_coryli
eremothecium_cymbalariae	Eremothecium_cymbalariae_DBVPG7215	eremothecium_cymbalariae	eremothecium_cymbalariae	Eremothecium_cymbalariae	Eremothecium_cymbalariae	eremothecium_cymbalariae
eremothecium_gossypii	Eremothecium_gossypii_ATCC10895	eremothecium_gossypii	eremothecium_gossypii	Eremothecium_gossypii	Eremothecium_gossypii	eremothecium_gossypii
eremothecium_sinecaudum	Eremothecium_sinecaudum_ATCC58844	eremothecium_sinecaudum	eremothecium_sinecaudum	Eremothecium_sinecaudum	Eremothecium_sinecaudum	eremothecium_sinecaudum
geotrichum_candidum	Geotrichum_candidum_CLIB918	geotrichum_candidum	geotrichum_candidum	Geotrichum_candidum_CLIB_918	Geotrichum_candidum_CLIB_918	geotrichum_candidum
hanseniaspora_gamundiae	Hanseniaspora_gamundiae_CRUB1928	hanseniaspora_gamundiae	hanseniaspora_gamundiae	Hanseniaspora_gamundiae	Hanseniaspora_gamundiae	hanseniaspora_gamundiae
hanseniaspora_uvarum	Hanseniaspora_uvarum_DSMZ2768	hanseniaspora_uvarum	hanseniaspora_uvarum	Hanseniaspora_uvarum_DSMZ_2768	Hanseniaspora_uvarum_DSMZ_2768	hanseniaspora_uvarum
hansenula_polymorpha	Ogataea_polymorpha_NCYC495leu1.1	hansenula_polymorpha	hansenula_polymorpha	Ogataea_polymorpha_NCYC_495	Ogataea_polymorpha_NCYC_495	hansenula_polymorpha
kazachstania_naganishii	Kazachstania_naganishii_CBS8797	kazachstania_naganishii	kazachstania_naganishii	Kazachstania_naganishii	Kazachstania_naganishii	kazachstania_naganishii
kluyveromyces_aestuarii	Kluyveromyces_aestuarii_ATCC18862	kluyveromyces_aestuarii	kluyveromyces_aestuarii	Kluyveromyces_aestuarii_ATCC_18862	Kluyveromyces_aestuarii_ATCC_18862	kluyveromyces_aestuarii
kluyveromyces_lactis	Kluyveromyces_lactis_CBS2359	kluyveromyces_lactis	kluyveromyces_lactis	Kluyveromyces_lactis_CBS_2359	Kluyveromyces_lactis_CBS_2359	kluyveromyces_lactis
kluyveromyces_marxianus	Kluyveromyces_marxianus_DMB1	kluyveromyces_marxianus	kluyveromyces_marxianus	Kluyveromyces_marxianus_DMB1	Kluyveromyces_marxianus_DMB1	kluyveromyces_marxianus
komagataella_pastoris	Komagataella_pastoris_GS115	komagataella_pastoris	komagataella_pastoris	Komagataella_pastoris_ATCC_28485	Komagataella_pastoris_ATCC_28485	komagataella_pastoris
komagataella_phaffi	Komagataella_phaffii_GS115	komagataella_phaffi	komagataella_phaffi	Komagataella_phaffii_GS115	Komagataella_phaffii_GS115	komagataella_phaffi
lachancea_cidri	Lachancea_cidri_CBS2950	lachancea_cidri	lachancea_cidri	Lachancea_cidri_NRRL_Y-12635	Lachancea_cidri_NRRL_Y-12635	lachancea_cidri
lachancea_fantastica	Lachancea_fantastica_nom._nud._CBS6924	lachancea_fantastica	lachancea_fantastica	Lachancea_fantastica_nom._nud.	Lachancea_fantastica_nom._nud.	lachancea_fantastica
magnusiomyces_ingens	Magnusiomyces_ingens_NRRLY-17630	magnusiomyces_ingens	magnusiomyces_ingens	Magnusiomyces_ingens	Magnusiomyces_ingens	magnusiomyces_ingens
metschnikowia_arizonensis	Metschnikowia_arizonensis_UWOPS99-103.4	metschnikowia_arizonensis	metschnikowia_arizonensis	Metschnikowia_arizonensis	Metschnikowia_arizonensis	metschnikowia_arizonensis
metschnikowia_drakensbergensis	Metschnikowia_drakensbergensis_EBD-CdVSA10-2A	metschnikowia_drakensbergensis	metschnikowia_drakensbergensis	Metschnikowia_drakensbergensis	Metschnikowia_drakensbergensis	metschnikowia_drakensbergensis
metschnikowia_hawaiiensis	Metschnikowia_hawaiiensis_UWOPS87-2203.2	metschnikowia_hawaiiensis	metschnikowia_hawaiiensis	Metschnikowia_hawaiiensis_UWOPS_87-2203.2	Metschnikowia_hawaiiensis_UWOPS_87-2203.2	metschnikowia_hawaiiensis
metschnikowia_kamakouana	Metschnikowia_kamakouana_UWOPS04-112.5	metschnikowia_kamakouana	metschnikowia_kamakouana	Metschnikowia_kamakouana	Metschnikowia_kamakouana	metschnikowia_kamakouana
metschnikowia_mauinuiana	Metschnikowia_mauinuiana_UWOPS04-190.1	metschnikowia_mauinuiana	metschnikowia_mauinuiana	Metschnikowia_mauinuiana	Metschnikowia_mauinuiana	metschnikowia_mauinuiana
metschnikowia_santaceciliae	Metschnikowia_santaceciliae_UWOPS01-517a1	metschnikowia_santaceciliae	metschnikowia_santaceciliae	Metschnikowia_santaceciliae	Metschnikowia_santaceciliae	metschnikowia_santaceciliae
metschnikowia_similis	Metschnikowia_similis_UWOPS03-133.4	metschnikowia_similis	metschnikowia_similis	Metschnikowia_similis_UWOPS_03-133.4	Metschnikowia_similis_UWOPS_03-133.4	metschnikowia_similis
meyerozyma_guilliermondii	Meyerozyma_guilliermondii_CBS566	meyerozyma_guilliermondii	meyerozyma_guilliermondii	Meyerozyma_guilliermondii_NRRL_Y-324	Meyerozyma_guilliermondii_NRRL_Y-324	meyerozyma_guilliermondii
nadsonia_fulvescens	Nadsonia_fulvescens_var._elongata_DSMZ6958	nadsonia_fulvescens	nadsonia_fulvescens	Nadsonia_fulvescens_var._elongata	Nadsonia_fulvescens_var._elongata	nadsonia_fulvescens
ogataea_parapolymorpha	Ogataea_parapolymorpha_DL-1	ogataea_parapolymorpha	ogataea_parapolymorpha	Ogataea_parapolymorpha_DL-1	Ogataea_parapolymorpha_DL-1	ogataea_parapolymorpha
pichia_kudriavzevii	Pichia_kudriavzevii_M12	pichia_kudriavzevii	pichia_kudriavzevii	Pichia_kudriavzevii_M12	Pichia_kudriavzevii_SD108	pichia_kudriavzevii
saccharomyces_arboricola	Saccharomyces_arboricola_CBS10644	saccharomyces_arboricola	saccharomyces_arboricola	Saccharomyces_arboricola	Saccharomyces_arboricola	saccharomyces_arboricola
saccharomyces_cerevisiae	Saccharomyces_cerevisiae_S288C	saccharomyces_cerevisiae	saccharomyces_cerevisiae	Saccharomyces_cerevisiae	Saccharomyces_cerevisiae	saccharomyces_cerevisiae
saccharomyces_eubayanus	Saccharomyces_eubayanus_FM1318	saccharomyces_eubayanus	saccharomyces_eubayanus	Saccharomyces_eubayanus	Saccharomyces_eubayanus	saccharomyces_eubayanus
saccharomyces_jurei	Saccharomyces_jurei_CBS14759T	saccharomyces_jurei	saccharomyces_jurei	Saccharomyces_jurei	Saccharomyces_jurei	saccharomyces_jurei
saccharomyces_kudriavzevii	Saccharomyces_kudriavzevii_IFO1802	saccharomyces_kudriavzevii	saccharomyces_kudriavzevii	Saccharomyces_kudriavzevii	Saccharomyces_kudriavzevii	saccharomyces_kudriavzevii
saccharomyces_mikatae	Saccharomyces_mikatae_IFO1815	saccharomyces_mikatae	saccharomyces_mikatae	Saccharomyces_mikatae	Saccharomyces_mikatae	saccharomyces_mikatae
saccharomyces_paradoxus	Saccharomyces_paradoxus_CBS432	saccharomyces_paradoxus	saccharomyces_paradoxus	Saccharomyces_paradoxus	Saccharomyces_paradoxus	saccharomyces_paradoxus
saccharomyces_uvarum	Saccharomyces_uvarum_JRY9189	saccharomyces_uvarum	saccharomyces_uvarum	Saccharomyces_uvarum	Saccharomyces_uvarum	saccharomyces_uvarum
saprochaete_clavata	Magnusiomyces_clavatus_CNRMA12.647	saprochaete_clavata	saprochaete_clavata	Magnusiomyces_clavatus	Magnusiomyces_clavatus	saprochaete_clavata
saprochaete_fungicola	Saprochaete_fungicola_CBS625.85	saprochaete_fungicola	saprochaete_fungicola	Saprochaete_fungicola	Saprochaete_fungicola	saprochaete_fungicola
saprochaete_ingens	Saprochaete_ingens_CBS517.90	saprochaete_ingens	saprochaete_ingens	Saprochaete_ingens	Saprochaete_ingens	saprochaete_ingens
saprochaete_suaveolens	Saprochaete_suaveolens_NRRLY-17571	saprochaete_suaveolens	saprochaete_suaveolens	Saprochaete_suaveolens	Saprochaete_suaveolens	saprochaete_suaveolens
scheffersomyces_stambukii	Scheffersomyces_stambukii_CBS14217T	scheffersomyces_stambukii	scheffersomyces_stambukii	Scheffersomyces_stambukii	Scheffersomyces_stambukii	scheffersomyces_stambukii
scheffersomyces_stipitis	Scheffersomyces_stipitis_CBS6054	scheffersomyces_stipitis	scheffersomyces_stipitis	Scheffersomyces_stipitis_NRRL_Y-11545	Scheffersomyces_stipitis_NRRL_Y-11545	scheffersomyces_stipitis
spathaspora_arborariae	Spathaspora_arborariae_CBS11463	spathaspora_arborariae	spathaspora_arborariae	Spathaspora_arborariae	Spathaspora_arborariae	spathaspora_arborariae
spathaspora_boniae	Spathaspora_boniae_CBS13262	spathaspora_boniae	spathaspora_boniae	Spathaspora_boniae	Spathaspora_boniae	spathaspora_boniae
spathaspora_girioi	Spathaspora_girioi_UFMG-CM-Y302	spathaspora_girioi	spathaspora_girioi	Spathaspora_girioi	Spathaspora_girioi	spathaspora_girioi
spathaspora_gorwiae	Spathaspora_gorwiae_UFMG-CM-Y312	spathaspora_gorwiae	spathaspora_gorwiae	Spathaspora_gorwiae	Spathaspora_gorwiae	spathaspora_gorwiae
spathaspora_hagerdaliae	Spathaspora_hagerdaliae_UFMG-CM-Y303	spathaspora_hagerdaliae	spathaspora_hagerdaliae	Spathaspora_hagerdaliae	Spathaspora_hagerdaliae	spathaspora_hagerdaliae
spathaspora_xylofermentans	Spathaspora_xylofermentans_CBS12681	spathaspora_xylofermentans	spathaspora_xylofermentans	Spathaspora_xylofermentans	Spathaspora_xylofermentans	spathaspora_xylofermentans
sugiyamaella_xylanicola	Sugiyamaella_xylanicola_CBS12683T	sugiyamaella_xylanicola	sugiyamaella_xylanicola	Sugiyamaella_xylanicola	Sugiyamaella_xylanicola	sugiyamaella_xylanicola
yarrowia_lipolytica	Yarrowia_lipolytica_CLIB122	yarrowia_lipolytica	yarrowia_lipolytica	Yarrowia_lipolytica_CLIB_122	Yarrowia_lipolytica_CLIB_122	yarrowia_lipolytica
yHAB127_kazachstania_bovina_160519.haplomerger2	Kazachstania_bovina_CBS9732	yHAB127_kazachstania_bovina_160519	yHAB127_kazachstania_bovina_160519.haplomerger2	Kazachstania_bovina	Kazachstania_bovina	yHAB127_kazachstania_bovina_160519
yHAB128_kazachstania_heterogenica_170307	Kazachstania_heterogenica_CBS2675	yHAB128_kazachstania_heterogenica_170307	yHAB128_kazachstania_heterogenica_170307	Kazachstania_heterogenica	Kazachstania_heterogenica	yHAB128_kazachstania_heterogenica_170307
yHAB129_kazachstania_pintolopesii_170307.haplomerger2	Kazachstania_pintolopesii_CBS2985	yHAB129_kazachstania_pintolopesii_170307	yHAB129_kazachstania_pintolopesii_170307.haplomerger2	Kazachstania_pintolopesii	Kazachstania_pintolopesii	yHAB129_kazachstania_pintolopesii_170307
yHAB130_kazachstania_slooffiae_160519.haplomerger2	Kazachstania_slooffiae_CBS9733	yHAB130_kazachstania_slooffiae_160519	yHAB130_kazachstania_slooffiae_160519.haplomerger2	Kazachstania_slooffiae	Kazachstania_slooffiae	yHAB130_kazachstania_slooffiae_160519
yHAB131_kazachstania_telluris_170307	Kazachstania_telluris_CBS2685	yHAB131_kazachstania_telluris_170307	yHAB131_kazachstania_telluris_170307	Kazachstania_telluris	Kazachstania_telluris	yHAB131_kazachstania_telluris_170307
yHAB132_kazachstania_martiniae_160519	Kazachstania_martiniae_CBS6334	yHAB132_kazachstania_martiniae_160519	yHAB132_kazachstania_martiniae_160519	Kazachstania_martiniae	Kazachstania_martiniae	yHAB132_kazachstania_martiniae_160519
yHAB133_kazachstania_unispora_160519	Kazachstania_unispora_CBS398	yHAB133_kazachstania_unispora_160519	yHAB133_kazachstania_unispora_160519	Kazachstania_unispora	Kazachstania_unispora	yHAB133_kazachstania_unispora_160519
yHAB136_kazachstania_bromeliacearum_160519	Kazachstania_bromeliacearum_CBS7996	yHAB136_kazachstania_bromeliacearum_160519	yHAB136_kazachstania_bromeliacearum_160519	Kazachstania_bromeliacearum	Kazachstania_bromeliacearum	yHAB136_kazachstania_bromeliacearum_160519
yHAB137_kazachstania_africana_160519	Kazachstania_africana_CBS2517	yHAB137_kazachstania_africana_160519	yHAB137_kazachstania_africana_160519	Kazachstania_africana	Kazachstania_africana	yHAB137_kazachstania_africana_160519
yHAB138_kazachstania_lodderae_160519	Kazachstania_lodderae_CBS7257	yHAB138_kazachstania_lodderae_160519	yHAB138_kazachstania_lodderae_160519	Kazachstania_lodderae	Kazachstania_lodderae	yHAB138_kazachstania_lodderae_160519
yHAB142_kazachstania_gamospora_170307.haplomerger2	Kazachstania_gamospora_CBS10328	yHAB142_kazachstania_gamospora_170307	yHAB142_kazachstania_gamospora_170307.haplomerger2	Kazachstania_gamospora	Kazachstania_gamospora	yHAB142_kazachstania_gamospora_170307
yHAB143_kazachstania_siamensis_160519	Kazachstania_siamensis_CBS10361	yHAB143_kazachstania_siamensis_160519	yHAB143_kazachstania_siamensis_160519	Kazachstania_siamensis	Kazachstania_siamensis	yHAB143_kazachstania_siamensis_160519
yHAB144_kazachstania_jainica_160519.haplomerger2	Grigorovia_jiainica_CBS10587	yHAB144_kazachstania_jainica_160519	yHAB144_kazachstania_jainica_160519.haplomerger2	Grigorovia_jiainica	Grigorovia_jiainica	yHAB144_kazachstania_jainica_160519
yHAB145_kazachstania_hellenica_160519.haplomerger2	Kazachstania_hellenica_CBS10706	yHAB145_kazachstania_hellenica_160519	yHAB145_kazachstania_hellenica_160519.haplomerger2	Kazachstania_hellenica	Kazachstania_hellenica	yHAB145_kazachstania_hellenica_160519
yHAB147_kazachstania_taianensis_160519	Kazachstania_taianensis_CBS11405	yHAB147_kazachstania_taianensis_160519	yHAB147_kazachstania_taianensis_160519	Kazachstania_taianensis	Kazachstania_taianensis	yHAB147_kazachstania_taianensis_160519
yHAB148_kazachstania_intestinalis_160519	Kazachstania_intestinalis_CBS11839	yHAB148_kazachstania_intestinalis_160519	yHAB148_kazachstania_intestinalis_160519	Kazachstania_intestinalis	Kazachstania_intestinalis	yHAB148_kazachstania_intestinalis_160519
yHAB150_kazachstania_exigua_160519	Kazachstania_exigua_CBS379	yHAB150_kazachstania_exigua_160519	yHAB150_kazachstania_exigua_160519	Kazachstania_exigua	Kazachstania_exigua	yHAB150_kazachstania_exigua_160519
yHAB151_kazachstania_servazzi_160519	Kazachstania_servazzii_CBS4311	yHAB151_kazachstania_servazzi_160519	yHAB151_kazachstania_servazzi_160519	Kazachstania_servazzii	Kazachstania_servazzii	yHAB151_kazachstania_servazzi_160519
yHAB152_candida_humilis_160519.haplomerger2	Kazachstania_humilis_CBS5658	yHAB152_candida_humilis_160519	yHAB152_candida_humilis_160519.haplomerger2	Kazachstania_humilis_NRRL_Y-17074	Kazachstania_humilis_NRRL_Y-17074	yHAB152_candida_humilis_160519
yHAB153_kazachstania_rosinii_160519	Kazachstania_rosinii_CBS7127	yHAB153_kazachstania_rosinii_160519	yHAB153_kazachstania_rosinii_160519	Kazachstania_rosinii	Kazachstania_rosinii	yHAB153_kazachstania_rosinii_160519
yHAB154_kazachstania_transvaalensis_160519	Grigorovia_transvaalensis_CBS2186	yHAB154_kazachstania_transvaalensis_160519	yHAB154_kazachstania_transvaalensis_160519	Grigorovia_transvaalensis	Grigorovia_transvaalensis	yHAB154_kazachstania_transvaalensis_160519
yHAB155_kazachstania_spencerorum_160519	Kazachstania_spencerorum_CBS3019	yHAB155_kazachstania_spencerorum_160519	yHAB155_kazachstania_spencerorum_160519	Kazachstania_spencerorum	Kazachstania_spencerorum	yHAB155_kazachstania_spencerorum_160519
yHAB156_kazachstania_piceae_160519	Kazachstania_piceae_CBS7738	yHAB156_kazachstania_piceae_160519	yHAB156_kazachstania_piceae_160519	Kazachstania_piceae	Kazachstania_piceae	yHAB156_kazachstania_piceae_160519
yHAB157_kazachstania_bulderi_160519.haplomerger2	Kazachstania_bulderi_CBS8638	yHAB157_kazachstania_bulderi_160519	yHAB157_kazachstania_bulderi_160519.haplomerger2	Kazachstania_bulderi	Kazachstania_bulderi	yHAB157_kazachstania_bulderi_160519
yHAB158_kazachstania_viticola_160519.haplomerger2	Kazachstania_viticola_CBS6463	yHAB158_kazachstania_viticola_160519	yHAB158_kazachstania_viticola_160519.haplomerger2	Kazachstania_viticola	Kazachstania_viticola	yHAB158_kazachstania_viticola_160519
yHAB159_kazachstania_solicola_160519.haplomerger2	Kazachstania_solicola_CBS6904	yHAB159_kazachstania_solicola_160519	yHAB159_kazachstania_solicola_160519.haplomerger2	Kazachstania_solicola	Kazachstania_solicola	yHAB159_kazachstania_solicola_160519
yHAB160_kazachstania_kunashirensis_160519	Kazachstania_kunashirensis_CBS7662	yHAB160_kazachstania_kunashirensis_160519	yHAB160_kazachstania_kunashirensis_160519	Kazachstania_kunashirensis	Kazachstania_kunashirensis	yHAB160_kazachstania_kunashirensis_160519
yHAB161_kazachstania_sinensis_160519	Kazachstania_sinensis_CBS7660	yHAB161_kazachstania_sinensis_160519	yHAB161_kazachstania_sinensis_160519	Kazachstania_sinensis	Kazachstania_sinensis	yHAB161_kazachstania_sinensis_160519
yHAB162_Kazachstania_barnettii_SPADES	Kazachstania_barnettii_CBS6949	yHAB162_Kazachstania_barnettii_SPADES	yHAB162_Kazachstania_barnettii_SPADES	Kazachstania_barnettii	Kazachstania_barnettii	yHAB162_Kazachstania_barnettii_SPADES
yHAB164_kazachstania_aerobia_160519	Kazachstania_aerobia_CBS9918	yHAB164_kazachstania_aerobia_160519	yHAB164_kazachstania_aerobia_160519	Kazachstania_aerobia	Kazachstania_aerobia	yHAB164_kazachstania_aerobia_160519
yHAB165_kazachstania_aquatica_160519	Kazachstania_aquatica_CBS10102	yHAB165_kazachstania_aquatica_160519	yHAB165_kazachstania_aquatica_160519	Kazachstania_aquatica	Kazachstania_aquatica	yHAB165_kazachstania_aquatica_160519
yHAB166_kazachstania_yakushimaensis_160519	Grigorovia_yakushimaensis_CBS8388	yHAB166_kazachstania_yakushimaensis_160519	yHAB166_kazachstania_yakushimaensis_160519	Grigorovia_yakushimaensis	Grigorovia_yakushimaensis	yHAB166_kazachstania_yakushimaensis_160519
yHDO354_Myxozyma_mucilagina_SPADES	Myxozyma_mucilagina_CBS7071	yHDO354_Myxozyma_mucilagina_SPADES	yHDO354_Myxozyma_mucilagina_SPADES	Myxozyma_mucilagina	Myxozyma_mucilagina	yHDO354_Myxozyma_mucilagina_SPADES
yHDO565_zygosaccharomyces_gambellarensis_180604	Zygosaccharomyces_gambellarensis_CBS2191	yHDO565_zygosaccharomyces_gambellarensis_180604	yHDO565_zygosaccharomyces_gambellarensis_180604	Zygosaccharomyces_gambellarensis	Zygosaccharomyces_gambellarensis	yHDO565_zygosaccharomyces_gambellarensis_180604
yHDO566_kazachstania_ichnusensis_180604	Kazachstania_ichnusensis_CBS11859	yHDO566_kazachstania_ichnusensis_180604	yHDO566_kazachstania_ichnusensis_180604	Kazachstania_ichnusensis	Kazachstania_ichnusensis	yHDO566_kazachstania_ichnusensis_180604
yHDO568_nakaseomyces_sp_190924	Nakaseomyces_sp._UFMG-CM-Y6046	yHDO568_nakaseomyces_sp_190924	yHDO568_nakaseomyces_sp_190924	Nakaseomyces_sp._yHDO568	Nakaseomyces_sp._yHDO568	yHDO568_nakaseomyces_sp_190924
yHDO569_candida_sp_180604	Candida_sp._UFMG-CM-Y605	yHDO569_candida_sp_180604	yHDO569_candida_sp_180604	Candida_sp._yHDO569	Candida_sp._yHDO569	yHDO569_candida_sp_180604
yHDO570_kluyveromyces_starmeri_180604	Kluyveromyces_starmeri_UFMG-CM-Y3682	yHDO570_kluyveromyces_starmeri_180604	yHDO570_kluyveromyces_starmeri_180604	Kluyveromyces_starmeri	Kluyveromyces_starmeri	yHDO570_kluyveromyces_starmeri_180604
yHDO572_zygosaccharomyces_mellis_180604	Zygosaccharomyces_mellis_NRRLY-12628	yHDO572_zygosaccharomyces_mellis_180604	yHDO572_zygosaccharomyces_mellis_180604	Zygosaccharomyces_mellis	Zygosaccharomyces_mellis	yHDO572_zygosaccharomyces_mellis_180604
yHDO576_kazachstania_sp_180604	Kazachstania_sp._UFMG-CM-Y273	yHDO576_kazachstania_sp_180604	yHDO576_kazachstania_sp_180604	Kazachstania_sp._UFMG-CM-Y273	Kazachstania_sp._UFMG-CM-Y273	yHDO576_kazachstania_sp_180604
yHDO578_saturnispora_sp_180604	Saturnispora_sp._UFMG-CM-Y292	yHDO578_saturnispora_sp_180604	yHDO578_saturnispora_sp_180604	Saturnispora_bothae	Saturnispora_bothae	yHDO578_saturnispora_sp_180604
yHDO579_hagleromyces_aurorensis_180604	Hagleromyces_aurorensis_CBS13264	yHDO579_hagleromyces_aurorensis_180604	yHDO579_hagleromyces_aurorensis_180604	Hagleromyces_aurorensis	Hagleromyces_aurorensis	yHDO579_hagleromyces_aurorensis_180604
yHDO580_saturnispora_besseyi_180604	Saturnispora_besseyi_NRRLY-63574	yHDO580_saturnispora_besseyi_180604	yHDO580_saturnispora_besseyi_180604	Saturnispora_besseyi	Saturnispora_besseyi	yHDO580_saturnispora_besseyi_180604
yHDO581_magnusiomyces_capitatus_190924	Magnusiomyces_capitatus_CBS162.80	yHDO581_magnusiomyces_capitatus_190924	yHDO581_magnusiomyces_capitatus_190924	Magnusiomyces_capitatus	Magnusiomyces_capitatus	yHDO581_magnusiomyces_capitatus_190924
yHDO582_wickerhamomyces_queroliae_180604	Wickerhamomyces_queroliae_CBS10936	yHDO582_wickerhamomyces_queroliae_180604	yHDO582_wickerhamomyces_queroliae_180604	Wickerhamomyces_queroliae	Wickerhamomyces_queroliae	yHDO582_wickerhamomyces_queroliae_180604
yHDO584_brettanomyces_mucatilis_190924.haplomerger2	Botryozyma_mucatilis_CBS9042	yHDO584_brettanomyces_mucatilis_190924	yHDO584_brettanomyces_mucatilis_190924.haplomerger2	Botryozyma_mucatilis	Botryozyma_mucatilis	yHDO584_brettanomyces_mucatilis_190924
yHDO585_candida_citri_180604	Candida_citri_CBS11858	yHDO585_candida_citri_180604	yHDO585_candida_citri_180604	Candida_citri	Candida_citri	yHDO585_candida_citri_180604
yHDO586_kazachstania_humatica_180604	Grigorovia_humatica_NRRLY-48839	yHDO586_kazachstania_humatica_180604	yHDO586_kazachstania_humatica_180604	Grigorovia_humatica	Grigorovia_humatica	yHDO586_kazachstania_humatica_180604
yHDO587_citeromyces_nyonsensis_180604.haplomerger2	Citeromyces_nyonsensis_CBS12700	yHDO587_citeromyces_nyonsensis_180604	yHDO587_citeromyces_nyonsensis_180604.haplomerger2	Citeromyces_nyonsensis	Citeromyces_nyonsensis	yHDO587_citeromyces_nyonsensis_180604
yHDO588_Zygoascus_bituminiphia_SPADES	Zygoascus_bituminiphia_CBS8813	yHDO588_Zygoascus_bituminiphia_SPADES	yHDO588_Zygoascus_bituminiphia_SPADES	Zygoascus_bituminiphia	Zygoascus_bituminiphia	yHDO588_Zygoascus_bituminiphia_SPADES
yHDO589_candida_patagonica_180604	Candida_patagonica_CBS10443	yHDO589_candida_patagonica_180604	yHDO589_candida_patagonica_180604	Candida_patagonica	Candida_patagonica	yHDO589_candida_patagonica_180604
yHDO590_kloeckera_taiwanica_180604.haplomerger2	Hanseniaspora_taiwanica_CBS11434	yHDO590_kloeckera_taiwanica_180604	yHDO590_kloeckera_taiwanica_180604.haplomerger2	Hanseniaspora_taiwanica	Hanseniaspora_taiwanica	yHDO590_kloeckera_taiwanica_180604
yHDO592_zygotorulaspora_sp_190924	Zygotorulaspora_sp._UFMG-CM-Y6047	yHDO592_zygotorulaspora_sp_190924	yHDO592_zygotorulaspora_sp_190924	Zygotorulaspora_sp._yHDO592	Zygotorulaspora_sp._yHDO592	yHDO592_zygotorulaspora_sp_190924
yHDO593_barnettozyma_sp_180604	Barnettozyma_sp._UFMG-CM-Y5996	yHDO593_barnettozyma_sp_180604	yHDO593_barnettozyma_sp_180604	Barnettozyma_sp._yHDO593	Barnettozyma_sp._yHDO593	yHDO593_barnettozyma_sp_180604
yHDO599_dipodascus_anamola_180604	Dipodascopsis_anomala_NRRLY-7931	yHDO599_dipodascus_anamola_180604	yHDO599_dipodascus_anamola_180604	Dipodascopsis_anomala	Dipodascopsis_anomala	yHDO599_dipodascus_anamola_180604
yHDO601_candida_tunisiensis_180604	Candida_tunisiensis_CBS1213	yHDO601_candida_tunisiensis_180604	yHDO601_candida_tunisiensis_180604	Candida_tunisiensis	Candida_tunisiensis	yHDO601_candida_tunisiensis_180604
yHDO602_tortispora_agaves_180604	Tortispora_agaves_NRRLY-63662	yHDO602_tortispora_agaves_180604	yHDO602_tortispora_agaves_180604	Tortispora_agaves	Tortispora_agaves	yHDO602_tortispora_agaves_180604
